customer_id,acquisition_channel,customer_segment,recency_days,frequency,monetary,rfm_segment
3420,referral,Regular,627,2,1861.65,Dormant
1446,affiliate,New,142,5,3163.71,Developing
8876,direct,At Risk,29,7,8332.15,Champions
9797,referral,Wholesale,64,13,10421.87,Loyal
7103,email,Wholesale,206,5,3464.04,Developing
7318,email,New,137,8,5441.02,Developing
7985,referral,New,47,3,2168.69,Loyal
8357,organic_search,At Risk,168,3,1010.61,Developing
6178,affiliate,Regular,27,7,5955.20,Champions
4268,affiliate,At Risk,112,5,5215.93,Loyal
925,affiliate,Regular,152,7,10007.10,Developing
6898,referral,At Risk,188,5,2811.85,Developing
9625,direct,Regular,380,5,4929.20,Dormant
2681,social_media,New,60,9,11108.16,Champions
397,social_media,VIP,72,5,2515.42,Loyal
7747,paid_search,New,293,3,5695.75,Developing
5634,paid_search,VIP,7,5,4761.58,Champions
6430,marketplace,New,594,5,5753.25,Dormant
1336,social_media,Regular,87,6,6584.46,Loyal
4334,social_media,Regular,96,3,3910.71,Loyal
8556,email,New,116,6,3712.94,Loyal
1688,social_media,New,461,1,434.49,Dormant
3998,email,Wholesale,17,4,3636.22,Loyal
3230,social_media,New,221,5,8046.27,Developing
7744,direct,New,271,5,6891.71,Developing
3638,paid_search,Regular,170,3,5222.89,Developing
9629,direct,Regular,19,10,5907.24,Champions
5197,paid_search,Regular,23,10,10030.19,Champions
4492,affiliate,New,126,8,5645.96,Developing
5446,organic_search,New,211,4,5922.78,Developing
4566,organic_search,New,695,3,1597.00,Dormant
7794,direct,Regular,42,3,3060.69,Loyal
4849,direct,Regular,398,5,7015.11,Dormant
9925,referral,VIP,273,5,3259.50,Developing
6862,marketplace,At Risk,202,6,8219.90,Developing
9914,direct,At Risk,7,5,3024.70,Champions
559,email,New,566,1,755.84,Dormant
9826,email,Regular,84,3,2202.66,Loyal
9683,direct,Regular,44,5,5524.95,Champions
9890,email,Regular,10,7,4385.42,Champions
5298,organic_search,New,12,5,7578.08,Champions
7175,email,Wholesale,6,6,9187.83,Champions
8841,social_media,At Risk,136,5,5048.80,Developing
650,marketplace,VIP,192,6,4209.72,Developing
9300,direct,Regular,195,4,4527.87,Developing
5826,referral,Regular,57,5,6875.82,Champions
6650,paid_search,Regular,125,5,7069.47,Developing
7875,paid_search,VIP,35,9,14900.42,Champions
6661,organic_search,Regular,315,2,2137.02,Developing
244,social_media,At Risk,36,8,12818.94,Champions
2772,referral,Regular,315,6,4540.65,Developing
3294,direct,New,190,7,4118.90,Developing
5595,referral,New,84,5,9730.26,Loyal
4632,social_media,Regular,223,3,3285.04,Developing
880,organic_search,Regular,405,2,2291.28,Dormant
2057,social_media,Regular,578,4,6441.61,Dormant
6380,organic_search,At Risk,198,2,3797.96,Developing
4802,social_media,Regular,226,8,5227.87,Developing
1035,organic_search,At Risk,586,4,4271.52,Dormant
4441,direct,New,212,7,1917.30,Developing
476,affiliate,Regular,230,7,8123.35,Developing
975,email,Regular,393,3,3925.15,Dormant
4694,social_media,New,342,6,4920.07,Developing
4123,marketplace,Regular,146,7,8821.47,Developing
1214,direct,VIP,16,5,1952.46,Champions
4954,social_media,New,141,5,4220.43,Developing
748,email,Regular,125,7,6719.08,Developing
7720,marketplace,New,69,3,947.24,Loyal
115,affiliate,Regular,27,9,7446.32,Champions
7035,email,New,415,3,4796.86,Dormant
6687,social_media,Regular,326,7,4983.14,Developing
9989,affiliate,At Risk,11,7,3725.03,Champions
4018,marketplace,Regular,149,6,4908.06,Developing
5438,organic_search,Regular,178,8,7289.80,Developing
5575,referral,Regular,52,3,1736.23,Loyal
7680,direct,At Risk,251,4,3864.59,Developing
9374,direct,New,278,3,3095.06,Developing
1003,marketplace,At Risk,1,3,6707.83,Loyal
6640,marketplace,Regular,27,6,7130.81,Champions
3605,social_media,VIP,18,4,2845.88,Loyal
3195,organic_search,Wholesale,550,4,6350.05,Dormant
7386,marketplace,Regular,53,8,5724.64,Champions
5083,referral,Regular,459,3,2129.82,Dormant
1007,direct,New,151,4,2836.27,Developing
2170,social_media,New,68,5,3101.64,Loyal
5458,organic_search,New,29,3,5497.34,Loyal
2909,direct,Regular,221,6,6290.69,Developing
9868,marketplace,VIP,635,3,491.49,Dormant
6655,affiliate,New,38,5,1613.12,Champions
2458,referral,Regular,184,3,2740.64,Developing
6574,referral,VIP,35,5,3739.08,Champions
7205,marketplace,VIP,421,6,5018.72,Dormant
2987,email,New,655,7,6902.37,Dormant
472,marketplace,Wholesale,164,2,1056.49,Developing
455,organic_search,Wholesale,742,2,1271.71,Dormant
8479,affiliate,New,2,7,5068.78,Champions
7014,email,New,207,5,2464.22,Developing
6498,social_media,Regular,117,4,1747.85,Loyal
9010,social_media,Wholesale,19,3,3497.44,Loyal
7970,referral,VIP,149,3,4874.66,Developing
5470,email,New,170,5,3388.37,Developing
7964,direct,Regular,190,5,1355.85,Developing
7274,affiliate,New,22,2,5182.02,Developing
3273,organic_search,New,97,4,2335.76,Loyal
5210,social_media,At Risk,883,2,653.71,Dormant
6119,marketplace,Regular,25,3,4413.78,Loyal
1758,email,At Risk,183,4,5098.51,Developing
9049,referral,Regular,27,5,5264.47,Champions
6335,marketplace,New,921,4,5498.23,Dormant
4208,marketplace,New,239,3,2648.62,Developing
5678,marketplace,Regular,24,5,3228.14,Champions
3126,direct,Wholesale,407,4,5300.73,Dormant
3939,paid_search,Regular,74,8,6975.99,Loyal
6673,affiliate,Regular,61,3,1846.10,Loyal
3121,organic_search,Regular,801,1,1028.69,Dormant
7761,social_media,Wholesale,105,5,5018.16,Loyal
6522,direct,New,577,7,3192.97,Dormant
3390,paid_search,At Risk,21,5,6326.06,Champions
2800,social_media,New,80,5,4292.47,Loyal
4109,referral,Regular,6,5,3589.62,Champions
2832,organic_search,Regular,180,5,7172.15,Developing
1321,referral,Regular,206,8,6551.88,Developing
253,referral,New,76,6,8183.92,Loyal
8897,organic_search,New,187,3,2959.32,Developing
2605,referral,Wholesale,166,7,3815.45,Developing
8664,marketplace,New,397,5,3390.79,Dormant
2583,referral,Regular,40,4,3070.70,Loyal
7972,paid_search,New,215,7,7629.15,Developing
4372,organic_search,Regular,151,7,8532.86,Developing
2664,email,New,75,5,5764.06,Loyal
4856,marketplace,Regular,77,5,7099.12,Loyal
7999,organic_search,At Risk,169,3,1311.67,Developing
1544,direct,New,136,3,3176.09,Developing
8511,social_media,Regular,533,2,1477.77,Dormant
3854,social_media,New,20,4,1382.04,Loyal
4006,direct,New,134,7,9726.85,Developing
7090,organic_search,Wholesale,518,3,4371.69,Dormant
9701,affiliate,New,357,3,4291.45,Developing
8339,affiliate,VIP,41,5,6713.32,Champions
2516,paid_search,Regular,415,2,1012.38,Dormant
9372,social_media,Regular,128,6,8728.77,Developing
5795,social_media,Regular,676,4,3041.01,Dormant
6490,referral,At Risk,417,3,3192.60,Dormant
8010,organic_search,At Risk,829,3,1749.41,Dormant
3029,email,New,53,3,2470.20,Loyal
537,paid_search,Wholesale,40,5,4196.14,Champions
896,email,New,533,1,2656.03,Dormant
869,paid_search,New,303,3,2812.45,Developing
9243,organic_search,Regular,159,5,6642.99,Developing
7193,email,VIP,393,5,7114.89,Dormant
3681,social_media,New,19,3,1705.86,Loyal
8058,affiliate,Regular,201,4,4325.96,Developing
8830,affiliate,New,226,6,2859.80,Developing
5513,organic_search,New,339,4,2743.93,Developing
1317,marketplace,Regular,744,5,4271.32,Dormant
4978,affiliate,New,12,7,8017.01,Champions
5081,organic_search,VIP,70,4,3679.97,Loyal
9093,organic_search,Regular,631,2,1288.67,Dormant
5862,affiliate,Wholesale,40,2,2450.88,Developing
1085,social_media,Wholesale,165,7,8896.61,Developing
6952,paid_search,Regular,109,5,9385.22,Loyal
5986,affiliate,At Risk,2,8,5450.21,Champions
5070,affiliate,At Risk,507,6,5690.78,Dormant
479,marketplace,Regular,531,2,1843.45,Dormant
87,referral,Regular,104,5,4890.31,Loyal
8674,email,Wholesale,134,4,1678.33,Developing
6678,social_media,Regular,372,6,3648.66,Dormant
9603,paid_search,At Risk,39,6,7318.76,Champions
2588,paid_search,New,250,2,2922.83,Developing
6125,paid_search,VIP,25,4,4137.31,Loyal
6519,organic_search,Wholesale,206,4,5238.70,Developing
8813,marketplace,Regular,1065,1,55.63,Dormant
8424,affiliate,VIP,63,8,4815.58,Loyal
2571,affiliate,Wholesale,544,1,129.68,Dormant
2928,paid_search,New,575,2,2141.39,Dormant
4975,email,New,155,4,4351.85,Developing
9305,affiliate,New,404,3,2567.14,Dormant
5410,email,New,37,3,2186.53,Loyal
4770,paid_search,Regular,344,4,5395.46,Developing
1788,direct,New,373,3,3379.04,Dormant
4209,affiliate,Regular,5,8,7867.95,Champions
2320,affiliate,Regular,320,4,4888.83,Developing
883,affiliate,At Risk,595,5,2900.43,Dormant
433,social_media,New,449,4,2599.01,Dormant
4503,email,At Risk,217,6,8129.33,Developing
9921,marketplace,Regular,153,7,5158.73,Developing
4724,social_media,VIP,73,8,10694.68,Loyal
876,paid_search,Regular,19,5,5226.04,Champions
5627,organic_search,Regular,115,3,3546.17,Loyal
6771,marketplace,Regular,37,6,5235.17,Champions
6019,affiliate,Regular,193,3,4500.24,Developing
7658,paid_search,New,514,5,11156.67,Dormant
9210,marketplace,Regular,303,2,1974.03,Developing
5525,marketplace,New,136,5,3101.93,Developing
3493,referral,Regular,183,3,4259.60,Developing
3616,referral,Wholesale,297,4,3246.94,Developing
2037,email,New,182,5,4371.81,Developing
8388,organic_search,Regular,41,6,10679.93,Champions
9756,paid_search,Wholesale,161,3,1379.22,Developing
4101,paid_search,New,366,3,3585.31,Dormant
8816,social_media,New,206,5,5464.40,Developing
6563,direct,Regular,73,7,6828.72,Loyal
148,affiliate,Regular,281,4,7633.02,Developing
5867,marketplace,New,49,5,6213.13,Champions
2155,direct,New,253,2,1595.75,Developing
770,referral,New,434,6,4912.04,Dormant
8967,referral,New,92,7,6951.35,Loyal
9389,email,Wholesale,388,4,5083.86,Dormant
3149,affiliate,New,11,4,5499.39,Loyal
1927,email,New,162,7,7643.28,Developing
8871,organic_search,Regular,153,4,7469.71,Developing
3712,marketplace,VIP,559,7,5070.54,Dormant
6535,marketplace,Regular,246,2,2503.51,Developing
6250,social_media,VIP,329,5,6327.76,Developing
8019,email,Wholesale,598,2,1433.91,Dormant
1654,direct,Regular,378,7,7261.09,Dormant
647,affiliate,Regular,249,5,2271.11,Developing
8100,marketplace,At Risk,166,4,3252.29,Developing
7857,referral,New,128,4,4410.22,Developing
9376,organic_search,Regular,200,7,6515.83,Developing
7173,social_media,At Risk,50,6,7041.09,Champions
2859,paid_search,Regular,347,3,2611.69,Developing
1745,email,Regular,721,6,9032.05,Dormant
1027,affiliate,Regular,73,2,1282.89,Developing
8137,email,Regular,19,7,6116.35,Champions
9938,email,Regular,184,5,3530.84,Developing
9311,affiliate,Wholesale,84,6,11969.66,Loyal
9216,email,Regular,11,6,6264.70,Champions
9158,organic_search,Regular,191,4,1737.15,Developing
596,social_media,VIP,20,6,4745.08,Champions
751,organic_search,Regular,111,3,3978.05,Loyal
4283,affiliate,New,51,3,2936.52,Loyal
420,referral,New,1059,1,313.16,Dormant
5189,email,New,207,5,6564.93,Developing
5807,paid_search,Regular,4,4,1918.63,Loyal
5959,direct,Regular,71,4,7141.14,Loyal
7267,paid_search,New,180,6,8946.57,Developing
2803,organic_search,New,263,3,3947.42,Developing
3601,marketplace,New,167,7,8208.32,Developing
3901,direct,Regular,151,6,6198.42,Developing
3208,organic_search,At Risk,392,3,3777.97,Dormant
7272,paid_search,At Risk,160,10,15279.66,Developing
1143,paid_search,New,328,6,5299.88,Developing
9656,affiliate,New,431,5,4461.49,Dormant
8451,direct,Regular,108,7,7347.29,Loyal
6684,affiliate,At Risk,321,6,4356.45,Developing
2465,marketplace,New,192,4,4139.65,Developing
4814,organic_search,Regular,163,6,8985.74,Developing
32,referral,New,36,4,2030.03,Loyal
8178,organic_search,VIP,152,2,2972.01,Developing
4766,organic_search,At Risk,12,3,4983.12,Loyal
9859,organic_search,Regular,58,6,4414.00,Champions
2091,marketplace,Regular,23,7,8888.00,Champions
4972,paid_search,New,171,5,4121.92,Developing
9356,paid_search,New,175,7,7426.96,Developing
5904,referral,New,199,7,6555.53,Developing
8077,marketplace,Regular,188,2,1208.00,Developing
7802,direct,At Risk,66,6,2461.04,Loyal
9233,direct,Regular,32,5,2521.43,Champions
5196,marketplace,At Risk,383,3,1851.27,Dormant
9344,affiliate,New,830,2,1257.51,Dormant
5935,referral,At Risk,642,3,7134.58,Dormant
7179,referral,Regular,521,5,3245.98,Dormant
261,affiliate,VIP,45,5,2436.30,Champions
1305,organic_search,New,186,4,3706.85,Developing
7796,organic_search,Regular,22,4,4629.08,Loyal
3484,affiliate,Regular,904,1,1155.79,Dormant
4156,email,New,99,8,10581.12,Loyal
3921,referral,New,380,3,2428.42,Dormant
9689,direct,New,407,4,4619.33,Dormant
744,email,New,240,5,4743.08,Developing
1437,organic_search,At Risk,340,4,9568.55,Developing
8395,email,New,144,3,3194.71,Developing
4307,organic_search,New,128,3,3077.96,Developing
1405,affiliate,Wholesale,499,4,5803.35,Dormant
7489,direct,VIP,103,5,5075.95,Loyal
7398,organic_search,New,259,7,9225.04,Developing
4761,social_media,Wholesale,112,5,5329.05,Loyal
9940,paid_search,At Risk,54,8,11433.59,Champions
1718,direct,New,5,5,2020.82,Champions
2890,marketplace,VIP,172,3,1281.95,Developing
6566,marketplace,Regular,72,2,2506.53,Developing
3692,affiliate,Regular,305,5,2154.72,Developing
1055,paid_search,Wholesale,100,3,3443.88,Loyal
8748,referral,Wholesale,455,9,6874.18,Dormant
7003,affiliate,New,242,6,9347.41,Developing
692,paid_search,VIP,186,3,1681.61,Developing
9116,social_media,Regular,711,7,4550.87,Dormant
8992,paid_search,New,6,4,1101.59,Loyal
9652,direct,Regular,167,7,7355.85,Developing
2496,paid_search,Regular,596,1,1145.20,Dormant
8788,email,New,11,3,1985.60,Loyal
2466,organic_search,New,913,2,538.51,Dormant
6050,referral,Regular,468,3,4483.76,Dormant
4655,referral,At Risk,16,10,9011.62,Champions
5365,affiliate,Regular,12,7,6064.45,Champions
7499,referral,New,113,7,4915.99,Loyal
7821,referral,New,21,4,2721.71,Loyal
626,email,Regular,132,8,5598.92,Developing
4915,affiliate,Regular,119,5,6797.78,Loyal
4020,affiliate,New,433,2,239.06,Dormant
3074,affiliate,Regular,309,7,10477.44,Developing
831,affiliate,Regular,685,3,4347.48,Dormant
5933,referral,VIP,137,2,627.47,Developing
2166,marketplace,VIP,306,3,2360.76,Developing
7856,marketplace,Regular,357,4,3630.98,Developing
7345,marketplace,New,58,8,7521.52,Champions
6173,email,New,19,5,5940.97,Champions
3709,affiliate,New,589,8,5310.37,Dormant
5688,referral,New,584,1,74.74,Dormant
5946,marketplace,New,525,3,2760.40,Dormant
2911,marketplace,New,286,2,1228.11,Developing
5147,referral,Regular,112,5,3333.46,Loyal
1826,referral,Regular,157,7,9292.24,Developing
9992,social_media,New,150,3,6443.09,Developing
6558,affiliate,Wholesale,369,4,1695.35,Dormant
3884,referral,Regular,189,6,4777.71,Developing
7852,referral,New,339,3,2470.64,Developing
5962,affiliate,Regular,123,4,2861.59,Developing
7953,direct,At Risk,279,2,4468.39,Developing
135,referral,Regular,132,6,5524.01,Developing
7735,social_media,Regular,167,4,7503.94,Developing
2083,organic_search,New,264,5,2764.54,Developing
4538,referral,New,225,4,2113.83,Developing
6614,affiliate,New,172,3,1796.01,Developing
7908,social_media,VIP,158,6,4191.83,Developing
5926,marketplace,Regular,467,1,620.90,Dormant
8739,email,New,373,3,2842.15,Dormant
7728,paid_search,Wholesale,17,6,9217.28,Champions
9876,organic_search,New,66,2,469.61,Developing
8433,marketplace,At Risk,45,4,5387.85,Loyal
4303,organic_search,Regular,323,6,4304.24,Developing
4899,referral,New,394,5,6929.92,Dormant
4701,marketplace,Regular,94,6,8578.13,Loyal
192,paid_search,New,123,6,6384.45,Developing
714,social_media,New,84,11,12566.83,Loyal
1063,social_media,New,41,5,2425.47,Champions
6077,referral,Regular,638,4,4379.28,Dormant
4302,marketplace,VIP,130,6,6728.12,Developing
7861,affiliate,Regular,200,4,4876.60,Developing
4078,email,Regular,228,5,2603.14,Developing
7196,referral,Wholesale,104,7,6347.33,Loyal
1267,paid_search,Regular,335,4,4821.67,Developing
1002,social_media,Regular,57,4,5535.55,Loyal
9548,organic_search,At Risk,16,5,3698.08,Champions
3480,referral,New,65,8,7310.59,Loyal
5508,email,New,372,2,732.97,Dormant
3776,organic_search,New,230,7,6349.94,Developing
438,direct,Regular,5,3,3700.68,Loyal
5374,affiliate,Regular,156,6,11868.63,Developing
2389,organic_search,Regular,204,6,3025.30,Developing
7076,affiliate,Regular,70,3,1505.46,Loyal
1388,direct,Regular,403,2,3142.01,Dormant
5504,paid_search,Regular,295,2,3234.05,Developing
1752,affiliate,Regular,189,4,2316.18,Developing
1324,organic_search,New,373,3,1569.34,Dormant
7275,social_media,At Risk,279,6,3518.47,Developing
6649,paid_search,New,1081,1,228.72,Dormant
4674,marketplace,New,98,6,2728.82,Loyal
4412,paid_search,Regular,2,5,4934.73,Champions
9332,paid_search,Regular,21,8,2300.44,Champions
1102,direct,Regular,3,5,5576.38,Champions
2656,email,Regular,95,4,2957.95,Loyal
7598,paid_search,New,113,8,6311.59,Loyal
3088,affiliate,Regular,230,3,1907.68,Developing
3595,email,Wholesale,180,5,7395.64,Developing
7778,marketplace,At Risk,236,3,5640.58,Developing
8758,email,New,27,7,6131.98,Champions
7404,affiliate,New,121,7,9822.26,Developing
1560,direct,VIP,143,3,1714.09,Developing
8239,social_media,New,80,2,1184.31,Developing
6404,social_media,VIP,42,3,2871.88,Loyal
2038,direct,New,298,5,7570.56,Developing
2923,email,At Risk,70,2,1309.23,Developing
8877,paid_search,Regular,848,4,2366.71,Dormant
5873,referral,New,145,5,3774.11,Developing
777,affiliate,New,341,8,11412.92,Developing
2165,organic_search,Regular,109,6,1956.21,Loyal
6295,affiliate,New,129,3,2222.96,Developing
4934,direct,VIP,223,4,2718.61,Developing
274,referral,New,264,5,10171.77,Developing
8689,marketplace,VIP,64,3,665.84,Loyal
7220,social_media,New,19,9,5432.55,Champions
8622,direct,New,71,5,4081.84,Loyal
5610,marketplace,VIP,315,5,2824.84,Developing
5033,organic_search,New,19,6,4400.54,Champions
9327,organic_search,Wholesale,176,3,2118.41,Developing
7629,affiliate,Regular,68,6,3839.17,Loyal
3691,paid_search,Regular,77,7,4246.30,Loyal
8177,email,New,124,3,1722.73,Developing
7111,affiliate,Regular,150,7,11782.82,Developing
7190,paid_search,At Risk,281,2,1633.36,Developing
8899,paid_search,New,155,2,522.37,Developing
6280,referral,Wholesale,397,6,6824.33,Dormant
8643,direct,New,226,5,3247.98,Developing
5784,paid_search,Regular,97,8,15439.27,Loyal
7161,affiliate,New,522,2,4585.73,Dormant
9832,referral,Regular,173,4,3655.63,Developing
5654,organic_search,New,111,4,2202.46,Loyal
6607,social_media,New,148,5,910.38,Developing
1180,direct,New,409,4,2280.29,Dormant
7295,email,New,1,7,8164.49,Champions
7395,social_media,Regular,636,5,2549.85,Dormant
4240,referral,Wholesale,276,5,5718.81,Developing
7967,paid_search,New,179,5,4817.51,Developing
4190,paid_search,Regular,66,4,4276.82,Loyal
4149,organic_search,Regular,5,5,6207.60,Champions
5349,paid_search,Regular,211,6,3948.42,Developing
7870,social_media,Regular,122,3,1927.86,Developing
1046,affiliate,New,173,7,5226.88,Developing
9692,marketplace,New,114,5,6456.38,Loyal
3243,social_media,At Risk,161,4,3540.45,Developing
6857,organic_search,New,96,5,5695.06,Loyal
5620,marketplace,New,229,2,2470.32,Developing
1508,marketplace,Regular,182,8,8031.14,Developing
1392,marketplace,New,74,3,2071.07,Loyal
6227,paid_search,New,210,6,9437.44,Developing
7086,social_media,New,5,4,5175.75,Loyal
7052,organic_search,New,363,4,5489.44,Developing
4278,direct,Regular,36,3,2437.64,Loyal
5117,referral,At Risk,137,7,8383.51,Developing
4427,paid_search,Regular,386,3,1263.03,Dormant
5012,referral,Regular,296,5,4348.72,Developing
5813,marketplace,Regular,316,6,7542.90,Developing
5992,marketplace,Wholesale,693,3,1720.15,Dormant
5039,social_media,Regular,63,4,5039.47,Loyal
4301,affiliate,New,298,2,528.72,Developing
3237,organic_search,Regular,76,3,4924.70,Loyal
1629,email,New,66,3,2104.60,Loyal
85,paid_search,Regular,18,4,4485.14,Loyal
3561,marketplace,Regular,53,3,4428.62,Loyal
8328,social_media,Regular,565,3,1491.11,Dormant
386,organic_search,Regular,166,2,1564.53,Developing
7622,organic_search,VIP,44,3,2128.32,Loyal
6772,social_media,Regular,54,5,5109.45,Champions
3565,social_media,Wholesale,57,5,3244.94,Champions
9991,marketplace,New,176,4,5370.40,Developing
71,social_media,New,941,2,594.62,Dormant
9883,referral,At Risk,695,2,1077.40,Dormant
77,affiliate,New,118,2,2122.33,Developing
6364,marketplace,New,576,3,3234.98,Dormant
5748,social_media,At Risk,243,3,2983.85,Developing
621,social_media,VIP,29,5,7555.27,Champions
684,social_media,Regular,516,3,501.76,Dormant
9329,email,Regular,69,3,2893.94,Loyal
2910,referral,New,107,1,366.33,Developing
6021,organic_search,VIP,154,4,2545.18,Developing
8613,paid_search,New,160,4,3084.35,Developing
6739,social_media,Regular,80,4,5838.80,Loyal
4734,paid_search,VIP,138,5,5036.17,Developing
3260,affiliate,Regular,1,3,1724.88,Loyal
9537,direct,Regular,492,1,290.85,Dormant
1053,referral,At Risk,71,4,6119.01,Loyal
4723,organic_search,New,64,3,6470.32,Loyal
408,affiliate,At Risk,496,2,2927.59,Dormant
2528,email,Regular,43,6,4306.40,Champions
2770,direct,At Risk,16,4,2733.26,Loyal
9594,organic_search,New,35,6,4569.41,Champions
4317,paid_search,VIP,98,5,9853.55,Loyal
3052,social_media,Wholesale,21,4,3050.57,Loyal
7973,paid_search,Regular,69,4,4059.26,Loyal
9338,referral,New,282,2,1637.97,Developing
1172,direct,New,145,6,6912.02,Developing
5434,social_media,At Risk,145,5,3390.21,Developing
4944,marketplace,Regular,315,5,4010.26,Developing
2002,organic_search,Regular,655,3,1950.96,Dormant
2152,affiliate,Regular,14,5,3008.01,Champions
7481,paid_search,Regular,526,5,6897.98,Dormant
2677,organic_search,New,104,5,5458.15,Loyal
7624,direct,New,76,4,2001.51,Loyal
5746,affiliate,At Risk,19,3,4259.86,Loyal
2129,affiliate,Regular,259,6,8272.47,Developing
5758,social_media,Regular,102,7,5212.18,Loyal
5680,paid_search,New,661,3,1546.79,Dormant
2601,social_media,Regular,90,8,3186.46,Loyal
3740,social_media,Wholesale,15,6,5037.42,Champions
1375,email,At Risk,545,2,775.81,Dormant
2809,paid_search,New,92,1,1479.70,Developing
5803,affiliate,VIP,97,5,2342.26,Loyal
949,marketplace,New,266,6,8303.84,Developing
9321,direct,At Risk,244,5,2321.39,Developing
5221,paid_search,New,54,2,2396.17,Developing
9249,direct,At Risk,8,4,6777.47,Loyal
9480,marketplace,Regular,123,4,2578.31,Developing
113,marketplace,Regular,223,4,8197.75,Developing
8072,affiliate,Regular,22,6,5463.75,Champions
898,referral,Wholesale,58,5,3357.55,Champions
3757,paid_search,VIP,437,7,12292.81,Dormant
8814,direct,Regular,462,6,4173.37,Dormant
5420,email,Wholesale,10,4,2222.00,Loyal
8377,marketplace,New,42,6,4445.73,Champions
8272,affiliate,New,114,5,4562.84,Loyal
7113,paid_search,At Risk,120,5,2701.50,Loyal
5498,email,Regular,419,4,4430.44,Dormant
6424,affiliate,New,68,4,4712.24,Loyal
5207,organic_search,New,125,7,9995.32,Developing
2795,direct,VIP,355,6,8193.88,Developing
4967,direct,New,146,4,3192.92,Developing
5629,affiliate,Regular,419,3,3338.03,Dormant
3246,affiliate,Regular,305,3,2961.73,Developing
3750,referral,Regular,174,4,2364.02,Developing
8662,marketplace,Regular,5,6,5515.46,Champions
8541,organic_search,At Risk,4,5,3311.07,Champions
8307,marketplace,Regular,258,2,522.16,Developing
4423,direct,Regular,55,4,3595.71,Loyal
3410,direct,VIP,104,6,3704.44,Loyal
1762,marketplace,VIP,198,4,5748.32,Developing
9521,referral,VIP,174,5,8868.52,Developing
1488,marketplace,At Risk,499,2,3073.94,Dormant
6412,direct,Regular,174,8,9719.98,Developing
1160,paid_search,VIP,235,4,5189.63,Developing
5704,marketplace,New,71,4,2126.98,Loyal
3186,social_media,New,469,5,3324.95,Dormant
5174,referral,Wholesale,552,6,7415.84,Dormant
5377,organic_search,Regular,81,4,3613.96,Loyal
8844,referral,At Risk,55,4,3559.74,Loyal
2501,affiliate,New,68,8,6402.54,Loyal
1489,social_media,New,17,4,3912.01,Loyal
2254,organic_search,At Risk,193,4,703.65,Developing
2973,direct,New,553,2,1123.70,Dormant
8169,marketplace,New,169,7,4853.72,Developing
9373,paid_search,New,146,5,4477.37,Developing
9112,referral,Regular,1094,1,1007.42,Dormant
840,referral,Regular,149,7,5346.31,Developing
7233,direct,Regular,501,4,7127.72,Dormant
6978,social_media,At Risk,62,4,2732.69,Loyal
7479,social_media,Regular,88,5,7823.00,Loyal
7788,email,At Risk,121,7,6922.71,Developing
8232,paid_search,Regular,211,2,614.14,Developing
3666,direct,VIP,68,3,1862.73,Loyal
1284,referral,At Risk,124,4,2785.33,Developing
7443,affiliate,Regular,90,5,2616.24,Loyal
6972,marketplace,Regular,89,3,1537.16,Loyal
383,social_media,At Risk,103,4,5054.70,Loyal
1052,email,New,182,5,5689.19,Developing
2108,organic_search,Regular,8,6,6019.45,Champions
235,paid_search,Regular,11,3,2955.86,Loyal
4906,marketplace,Wholesale,3,7,8306.54,Champions
7674,referral,New,172,3,2914.75,Developing
9601,referral,At Risk,170,5,8094.75,Developing
1536,paid_search,VIP,429,3,2013.53,Dormant
7699,social_media,Wholesale,473,3,4907.55,Dormant
1605,affiliate,New,138,6,2833.70,Developing
3207,email,New,100,7,5371.04,Loyal
857,social_media,New,108,5,4625.19,Loyal
2943,direct,VIP,581,3,4120.41,Dormant
6170,direct,New,262,3,3490.93,Developing
1146,direct,New,135,5,4041.59,Developing
8952,direct,New,123,9,11040.72,Developing
1917,social_media,Regular,83,6,9886.20,Loyal
7526,referral,Regular,343,4,2470.37,Developing
4833,direct,New,733,1,1134.07,Dormant
9205,direct,At Risk,241,4,3920.85,Developing
9276,marketplace,New,387,3,4746.54,Dormant
3963,organic_search,Wholesale,258,5,5476.42,Developing
4783,paid_search,New,242,2,2361.98,Developing
6749,email,At Risk,29,4,2516.75,Loyal
5462,paid_search,VIP,190,5,4146.83,Developing
7135,social_media,At Risk,45,3,2749.78,Loyal
5036,marketplace,Regular,62,3,1205.18,Loyal
7493,paid_search,At Risk,418,6,2911.98,Dormant
5105,organic_search,At Risk,37,4,4054.56,Loyal
1413,referral,Regular,338,4,1426.79,Developing
1443,marketplace,New,95,2,4068.82,Developing
547,social_media,At Risk,271,5,3336.32,Developing
8074,organic_search,New,78,5,7849.65,Loyal
8302,marketplace,VIP,124,5,3049.50,Developing
6255,affiliate,At Risk,478,3,708.89,Dormant
7554,organic_search,Regular,82,5,5156.59,Loyal
7616,marketplace,Wholesale,474,3,2492.41,Dormant
6967,paid_search,Regular,14,12,17186.76,Champions
4066,email,At Risk,119,5,3994.48,Loyal
7203,organic_search,Regular,269,2,2560.48,Developing
2203,paid_search,Wholesale,91,3,1443.88,Loyal
1961,direct,Regular,551,3,1388.32,Dormant
1480,referral,At Risk,536,2,1352.07,Dormant
9285,organic_search,New,1,3,2472.43,Loyal
5257,referral,New,257,3,2876.32,Developing
3079,marketplace,New,90,3,1968.64,Loyal
2336,marketplace,Regular,35,7,5972.37,Champions
1726,marketplace,At Risk,715,3,4996.40,Dormant
