payment_id,order_id,payment_method,payment_status,amount,payment_datetime
28155,28155,gift_card,paid,399.42,2025-02-22 23:49:19
28156,28156,paypal,paid,2310.68,2025-08-08 02:06:05
28157,28157,gift_card,refunded,345.99,2023-12-02 18:25:15
28158,28158,google_pay,paid,954.44,2025-12-15 01:06:43
28159,28159,paypal,failed,0.00,2023-05-10 18:49:16
28160,28160,credit_card,paid,760.51,2024-08-29 00:45:23
28161,28161,google_pay,paid,1730.02,2024-09-17 08:49:04
28162,28162,paypal,paid,443.16,2023-09-27 06:56:07
28163,28163,paypal,paid,2089.59,2025-11-27 03:19:00
28164,28164,google_pay,paid,113.46,2024-09-12 02:54:55
28165,28165,apple_pay,failed,0.00,2025-02-06 09:16:38
28166,28166,google_pay,paid,1418.37,2023-04-02 18:08:53
28167,28167,gift_card,paid,1245.04,2025-03-24 17:17:00
28168,28168,google_pay,paid,1813.88,2024-11-02 05:24:03
28169,28169,apple_pay,partially_refunded,51.11,2024-05-11 03:59:35
28170,28170,bank_transfer,paid,138.72,2023-01-13 11:58:14
28171,28171,google_pay,paid,880.30,2024-08-28 00:50:16
28172,28172,bank_transfer,paid,3175.72,2023-05-10 18:22:23
28173,28173,bank_transfer,paid,875.22,2025-02-15 19:52:05
28174,28174,google_pay,authorized,1653.98,2025-09-18 21:12:08
28175,28175,credit_card,paid,1123.08,2025-06-09 20:05:44
28176,28176,paypal,paid,203.62,2023-11-04 13:38:47
28177,28177,paypal,paid,569.43,2025-11-13 19:09:55
28178,28178,google_pay,paid,672.38,2023-08-22 22:35:46
28179,28179,google_pay,paid,372.52,2023-05-21 05:56:46
28180,28180,gift_card,paid,256.36,2023-08-04 14:00:21
28181,28181,google_pay,paid,1791.44,2024-04-19 18:54:39
28182,28182,gift_card,paid,432.54,2025-01-28 09:00:43
28183,28183,bank_transfer,paid,1816.45,2023-06-13 15:50:06
28184,28184,paypal,paid,2651.69,2025-11-11 04:01:46
28185,28185,paypal,paid,355.54,2025-03-16 13:24:20
28186,28186,google_pay,refunded,1728.84,2025-02-14 10:03:58
28187,28187,gift_card,paid,446.34,2023-10-14 19:16:24
28188,28188,gift_card,paid,801.59,2024-04-29 06:52:50
28189,28189,apple_pay,paid,665.45,2024-09-18 23:05:30
28190,28190,bank_transfer,paid,1895.60,2023-01-02 01:54:32
28191,28191,apple_pay,paid,156.07,2023-11-24 17:12:32
28192,28192,gift_card,paid,829.32,2023-11-03 03:03:59
28193,28193,google_pay,paid,1195.62,2024-09-11 03:52:04
28194,28194,bank_transfer,paid,593.61,2024-09-25 00:35:08
28195,28195,gift_card,paid,646.12,2025-05-02 16:00:12
28196,28196,google_pay,authorized,1945.46,2024-03-20 08:22:24
28197,28197,paypal,paid,336.05,2023-01-02 23:12:27
28198,28198,apple_pay,authorized,719.44,2024-08-27 18:43:46
28199,28199,credit_card,paid,1342.48,2025-05-19 13:34:33
28200,28200,bank_transfer,paid,1757.17,2023-02-15 17:01:08
28201,28201,credit_card,paid,613.50,2025-09-24 23:53:38
28202,28202,paypal,paid,1277.83,2024-09-14 11:08:46
28203,28203,bank_transfer,paid,479.30,2024-01-18 11:45:14
28204,28204,apple_pay,paid,467.06,2023-08-12 23:50:29
28205,28205,gift_card,paid,309.44,2025-06-05 16:13:10
28206,28206,bank_transfer,paid,1745.96,2023-10-27 08:53:20
28207,28207,gift_card,paid,976.72,2023-11-08 03:50:35
28208,28208,bank_transfer,paid,955.34,2024-08-25 00:42:07
28209,28209,credit_card,paid,144.73,2023-04-26 21:55:49
28210,28210,credit_card,authorized,2083.19,2025-05-11 05:50:28
28211,28211,google_pay,paid,254.19,2024-08-03 15:56:22
28212,28212,gift_card,paid,1659.33,2025-11-22 16:07:13
28213,28213,bank_transfer,paid,975.31,2023-10-26 23:20:25
28214,28214,apple_pay,paid,373.59,2024-05-23 11:38:17
28215,28215,bank_transfer,paid,2267.67,2023-12-09 22:36:02
28216,28216,apple_pay,paid,524.98,2024-08-19 20:18:00
28217,28217,bank_transfer,paid,56.14,2023-12-15 22:54:49
28218,28218,apple_pay,failed,0.00,2025-03-23 04:27:52
28219,28219,bank_transfer,authorized,1958.97,2024-06-02 14:24:54
28220,28220,bank_transfer,paid,338.54,2024-01-15 00:39:24
28221,28221,apple_pay,paid,397.14,2025-09-17 09:46:30
28222,28222,bank_transfer,paid,1402.34,2025-07-29 01:51:21
28223,28223,google_pay,paid,1555.89,2024-05-26 01:49:21
28224,28224,bank_transfer,paid,1412.76,2025-06-01 13:29:36
28225,28225,paypal,refunded,3575.29,2025-06-06 09:33:49
28226,28226,google_pay,partially_refunded,1119.51,2025-09-12 11:17:45
28227,28227,credit_card,paid,1380.51,2024-05-27 13:50:37
28228,28228,credit_card,paid,488.25,2024-11-28 10:42:24
28229,28229,google_pay,partially_refunded,285.12,2024-10-01 12:44:17
28230,28230,apple_pay,paid,592.54,2025-05-07 05:35:37
28231,28231,gift_card,paid,1734.00,2023-09-20 12:25:04
28232,28232,gift_card,paid,429.00,2024-09-14 21:30:35
28233,28233,gift_card,authorized,210.34,2024-07-20 15:21:17
28234,28234,credit_card,paid,973.47,2025-11-20 08:02:34
28235,28235,gift_card,paid,2133.38,2025-11-22 10:28:06
28236,28236,gift_card,paid,151.61,2024-03-29 10:07:58
28237,28237,google_pay,paid,609.68,2024-03-27 02:24:43
28238,28238,google_pay,paid,2170.26,2023-12-07 09:06:43
28239,28239,credit_card,paid,282.55,2023-12-12 18:42:59
28240,28240,paypal,paid,2420.07,2025-01-01 07:44:57
28241,28241,bank_transfer,paid,617.12,2023-11-10 11:47:05
28242,28242,bank_transfer,partially_refunded,385.09,2024-04-04 14:08:44
28243,28243,gift_card,paid,257.83,2024-01-27 07:19:03
28244,28244,paypal,failed,0.00,2023-10-21 22:59:25
28245,28245,gift_card,paid,1474.16,2025-09-13 21:30:15
28246,28246,apple_pay,paid,2251.25,2025-07-25 09:31:08
28247,28247,apple_pay,paid,522.50,2025-01-24 07:03:20
28248,28248,gift_card,paid,339.47,2023-12-01 19:39:41
28249,28249,bank_transfer,paid,692.87,2024-09-26 14:35:36
28250,28250,google_pay,authorized,252.06,2025-01-18 00:55:50
28251,28251,paypal,failed,0.00,2025-10-02 00:49:30
28252,28252,paypal,paid,411.82,2023-10-28 14:28:44
28253,28253,apple_pay,paid,568.88,2024-07-18 08:48:46
28254,28254,credit_card,paid,903.04,2024-12-28 18:31:07
28255,28255,apple_pay,paid,422.90,2023-06-06 03:54:47
28256,28256,credit_card,authorized,1361.94,2023-08-28 20:31:06
28257,28257,credit_card,paid,358.32,2025-06-13 01:43:29
28258,28258,credit_card,paid,217.80,2024-07-08 16:06:38
28259,28259,apple_pay,paid,573.97,2024-05-08 02:00:30
28260,28260,bank_transfer,paid,647.70,2025-07-22 09:08:43
28261,28261,apple_pay,paid,417.50,2023-09-13 21:12:50
28262,28262,bank_transfer,paid,1008.91,2024-07-30 04:48:09
28263,28263,credit_card,paid,291.71,2023-10-06 08:30:45
28264,28264,gift_card,paid,804.49,2025-05-04 23:53:47
28265,28265,credit_card,paid,796.13,2025-06-28 06:48:17
28266,28266,google_pay,paid,1117.67,2024-11-09 12:11:58
28267,28267,credit_card,paid,427.93,2025-04-28 07:51:50
28268,28268,apple_pay,paid,1143.29,2023-09-19 09:48:57
28269,28269,gift_card,paid,397.87,2024-11-18 22:30:22
28270,28270,gift_card,paid,920.72,2023-03-30 18:09:11
28271,28271,paypal,refunded,1200.69,2023-09-02 13:23:05
28272,28272,apple_pay,paid,291.66,2024-12-17 10:38:33
28273,28273,paypal,paid,1129.43,2024-06-04 19:49:38
28274,28274,paypal,paid,1925.69,2023-06-27 07:06:08
28275,28275,google_pay,paid,1966.84,2023-12-26 16:46:45
28276,28276,gift_card,paid,494.95,2024-01-17 07:06:05
28277,28277,apple_pay,paid,1618.21,2023-01-16 20:41:02
28278,28278,google_pay,paid,1099.50,2024-05-16 20:07:09
28279,28279,paypal,paid,362.70,2023-08-18 09:42:20
28280,28280,bank_transfer,paid,742.90,2023-05-03 15:56:01
28281,28281,bank_transfer,paid,1020.15,2024-02-10 11:27:12
28282,28282,apple_pay,paid,322.21,2025-02-13 18:53:04
28283,28283,bank_transfer,failed,0.00,2024-02-20 10:31:35
28284,28284,bank_transfer,paid,2466.99,2024-08-15 13:12:03
28285,28285,paypal,partially_refunded,1130.87,2024-12-08 08:53:40
28286,28286,bank_transfer,paid,586.14,2023-03-17 11:03:57
28287,28287,bank_transfer,partially_refunded,229.86,2025-10-22 05:17:01
28288,28288,apple_pay,paid,2554.14,2023-05-01 11:49:46
28289,28289,gift_card,paid,467.66,2024-04-15 09:21:55
28290,28290,google_pay,paid,411.15,2024-12-04 12:09:01
28291,28291,google_pay,authorized,2131.01,2023-12-07 22:21:57
28292,28292,bank_transfer,paid,157.90,2025-02-16 21:53:11
28293,28293,gift_card,paid,220.14,2024-12-08 10:05:56
28294,28294,paypal,paid,1160.20,2025-05-25 20:44:47
28295,28295,bank_transfer,paid,936.41,2023-03-04 00:18:47
28296,28296,google_pay,paid,925.35,2024-11-18 15:22:56
28297,28297,gift_card,paid,388.31,2024-06-17 17:07:20
28298,28298,credit_card,paid,3423.57,2023-07-03 08:00:31
28299,28299,apple_pay,authorized,898.75,2023-11-14 17:21:57
28300,28300,google_pay,paid,1880.01,2023-08-31 21:29:42
28301,28301,apple_pay,paid,1620.26,2025-05-15 03:56:09
28302,28302,credit_card,paid,536.93,2025-03-07 07:03:46
28303,28303,bank_transfer,paid,2149.17,2025-09-05 12:51:47
28304,28304,bank_transfer,paid,273.31,2024-08-11 20:07:31
28305,28305,gift_card,authorized,2945.02,2024-08-25 14:04:27
28306,28306,credit_card,paid,109.24,2025-01-18 21:58:00
28307,28307,paypal,paid,1114.76,2024-03-08 17:10:55
28308,28308,apple_pay,paid,2201.95,2024-05-21 17:40:09
28309,28309,google_pay,paid,360.50,2024-03-26 14:31:42
28310,28310,bank_transfer,partially_refunded,1459.92,2023-05-26 15:46:32
28311,28311,gift_card,paid,2954.65,2025-04-13 18:06:59
28312,28312,bank_transfer,paid,695.90,2024-10-05 02:00:48
28313,28313,credit_card,paid,661.67,2025-12-24 21:40:50
28314,28314,credit_card,paid,425.26,2024-11-03 10:29:07
28315,28315,credit_card,paid,2115.95,2024-05-08 02:35:43
28316,28316,bank_transfer,paid,2354.55,2025-11-19 06:28:56
28317,28317,credit_card,paid,1581.78,2023-07-23 00:16:00
28318,28318,credit_card,refunded,1516.71,2025-04-07 19:55:10
28319,28319,bank_transfer,refunded,753.13,2025-12-04 07:15:58
28320,28320,paypal,paid,2108.59,2023-11-23 12:00:07
28321,28321,apple_pay,paid,807.71,2024-01-11 12:18:00
28322,28322,apple_pay,paid,185.70,2024-11-11 01:36:48
28323,28323,credit_card,failed,0.00,2025-03-29 18:42:43
28324,28324,credit_card,paid,713.05,2023-09-08 15:54:51
28325,28325,paypal,paid,232.28,2023-06-10 19:28:23
28326,28326,credit_card,paid,1027.22,2023-09-17 22:04:05
28327,28327,bank_transfer,partially_refunded,954.31,2024-10-29 09:12:22
28328,28328,apple_pay,paid,359.37,2023-02-01 15:55:38
28329,28329,credit_card,refunded,1201.13,2025-03-25 04:25:55
28330,28330,credit_card,paid,3485.62,2025-09-09 13:05:28
28331,28331,gift_card,paid,581.25,2024-08-04 01:13:56
28332,28332,gift_card,paid,824.08,2024-05-20 08:53:30
28333,28333,bank_transfer,failed,0.00,2025-09-24 18:00:02
28334,28334,google_pay,paid,806.62,2023-06-11 10:04:39
28335,28335,google_pay,paid,679.54,2023-12-17 09:20:45
28336,28336,paypal,paid,902.03,2024-02-25 04:49:11
28337,28337,gift_card,paid,842.92,2024-11-27 07:32:22
28338,28338,bank_transfer,paid,935.79,2024-06-04 16:26:19
28339,28339,credit_card,paid,181.21,2023-03-02 18:06:19
28340,28340,credit_card,paid,865.99,2023-05-16 17:29:19
28341,28341,bank_transfer,paid,2074.30,2024-09-22 05:06:06
28342,28342,gift_card,paid,2017.94,2023-06-07 20:54:49
28343,28343,apple_pay,authorized,225.50,2023-07-20 13:57:29
28344,28344,paypal,paid,911.97,2024-08-09 22:18:55
28345,28345,apple_pay,paid,2439.12,2025-10-14 22:05:50
28346,28346,paypal,paid,730.72,2025-06-17 13:43:55
28347,28347,gift_card,paid,1048.54,2024-02-16 00:02:15
28348,28348,bank_transfer,paid,487.74,2024-06-01 05:19:49
28349,28349,apple_pay,paid,2586.02,2024-05-11 09:09:51
28350,28350,google_pay,paid,1505.57,2023-03-27 22:04:25
28351,28351,bank_transfer,paid,678.94,2023-09-27 12:31:37
28352,28352,paypal,paid,223.30,2023-07-01 00:56:18
28353,28353,gift_card,paid,1131.61,2024-01-24 19:21:14
28354,28354,apple_pay,paid,824.78,2025-02-19 16:51:42
28355,28355,apple_pay,partially_refunded,2264.05,2023-12-01 12:05:00
28356,28356,paypal,paid,643.53,2023-09-12 18:30:22
28357,28357,apple_pay,paid,638.29,2024-06-27 08:52:14
28358,28358,google_pay,paid,2226.98,2025-07-22 18:11:34
28359,28359,bank_transfer,paid,303.64,2023-12-24 21:09:41
28360,28360,google_pay,paid,158.84,2024-11-01 17:45:31
28361,28361,bank_transfer,paid,1455.01,2025-09-11 12:33:50
28362,28362,paypal,paid,1454.85,2024-09-02 17:39:13
28363,28363,paypal,paid,652.48,2025-12-25 16:14:47
28364,28364,google_pay,paid,484.60,2025-03-28 07:46:35
28365,28365,google_pay,paid,416.82,2024-01-20 05:43:50
28366,28366,apple_pay,paid,724.02,2023-08-10 02:24:05
28367,28367,google_pay,paid,2529.48,2023-07-08 10:15:43
28368,28368,google_pay,paid,3587.39,2025-08-27 15:50:13
28369,28369,credit_card,refunded,727.94,2023-03-16 09:00:29
28370,28370,google_pay,authorized,388.04,2023-07-26 22:22:56
28371,28371,credit_card,paid,912.40,2025-09-21 05:23:21
28372,28372,bank_transfer,paid,926.14,2023-09-10 21:53:18
28373,28373,apple_pay,paid,443.50,2024-10-25 13:27:58
28374,28374,apple_pay,paid,665.73,2023-05-11 21:05:53
28375,28375,paypal,paid,1304.50,2023-11-10 16:32:42
28376,28376,gift_card,paid,1244.71,2025-01-16 08:56:08
28377,28377,bank_transfer,paid,1734.95,2023-03-22 14:21:58
28378,28378,paypal,paid,101.95,2023-09-19 07:25:09
28379,28379,google_pay,paid,370.36,2025-03-24 21:29:35
28380,28380,credit_card,partially_refunded,388.94,2024-11-05 07:23:32
28381,28381,gift_card,paid,800.22,2025-06-06 14:40:14
28382,28382,gift_card,authorized,2104.26,2025-08-14 16:57:25
28383,28383,credit_card,paid,1614.82,2025-01-04 22:37:28
28384,28384,credit_card,paid,1250.48,2024-06-10 09:22:48
28385,28385,gift_card,paid,357.51,2025-09-12 03:05:00
28386,28386,credit_card,paid,429.63,2023-03-29 06:15:11
28387,28387,paypal,paid,937.60,2023-02-19 19:05:37
28388,28388,credit_card,failed,0.00,2024-07-18 14:20:41
28389,28389,apple_pay,paid,944.00,2023-04-11 11:39:57
28390,28390,google_pay,paid,1082.09,2025-01-30 13:33:40
28391,28391,google_pay,paid,940.76,2025-03-06 08:45:42
28392,28392,google_pay,paid,831.38,2023-05-26 06:41:23
28393,28393,google_pay,paid,617.94,2023-04-13 11:51:17
28394,28394,apple_pay,paid,256.27,2023-12-24 21:58:42
28395,28395,bank_transfer,paid,537.06,2024-03-28 05:19:57
28396,28396,paypal,paid,1356.41,2023-06-29 07:48:08
28397,28397,paypal,paid,2691.43,2023-09-05 04:48:31
28398,28398,paypal,paid,816.77,2023-02-05 09:35:53
28399,28399,gift_card,authorized,1414.13,2025-12-04 04:24:04
28400,28400,gift_card,paid,827.13,2023-03-17 20:20:20
28401,28401,credit_card,paid,1599.33,2023-04-29 18:04:14
28402,28402,credit_card,paid,357.07,2024-10-07 18:35:48
28403,28403,gift_card,paid,1998.35,2024-07-21 00:27:03
28404,28404,google_pay,paid,304.18,2025-01-08 23:42:51
28405,28405,bank_transfer,paid,1249.56,2025-07-11 03:22:34
28406,28406,apple_pay,paid,63.67,2023-02-17 04:33:43
28407,28407,google_pay,paid,850.43,2025-11-11 06:37:59
28408,28408,bank_transfer,paid,735.28,2023-09-10 09:07:10
28409,28409,paypal,refunded,43.00,2024-04-11 14:53:39
28410,28410,bank_transfer,paid,101.82,2023-06-21 17:53:06
28411,28411,gift_card,paid,625.32,2024-03-31 18:34:01
28412,28412,credit_card,paid,2551.32,2023-07-12 17:37:29
28413,28413,paypal,paid,1638.72,2024-03-06 08:15:23
28414,28414,credit_card,paid,274.90,2025-02-01 08:21:21
28415,28415,bank_transfer,paid,1113.29,2023-01-08 00:10:58
28416,28416,google_pay,paid,2941.36,2024-04-15 12:48:15
28417,28417,google_pay,paid,568.60,2025-01-14 06:57:19
28418,28418,gift_card,paid,764.69,2023-04-27 14:54:46
28419,28419,paypal,paid,84.75,2024-06-07 20:34:38
28420,28420,gift_card,paid,364.41,2024-11-29 12:22:07
28421,28421,google_pay,partially_refunded,736.76,2025-05-02 22:33:54
28422,28422,apple_pay,paid,1501.95,2024-11-02 23:39:31
28423,28423,bank_transfer,paid,307.58,2025-12-11 12:52:47
28424,28424,gift_card,paid,33.58,2024-10-01 06:51:03
28425,28425,gift_card,paid,199.26,2024-01-25 01:13:03
28426,28426,google_pay,paid,897.53,2024-05-27 23:49:35
28427,28427,gift_card,paid,375.62,2025-10-16 15:29:34
28428,28428,gift_card,paid,485.05,2024-04-16 23:52:02
28429,28429,google_pay,paid,499.06,2025-01-03 06:44:35
28430,28430,apple_pay,paid,1608.93,2025-10-27 01:04:26
28431,28431,gift_card,paid,880.09,2024-10-22 17:46:40
28432,28432,gift_card,paid,1978.10,2025-11-22 00:40:02
28433,28433,paypal,paid,586.87,2025-03-15 10:13:15
28434,28434,credit_card,paid,535.56,2025-08-26 19:38:17
28435,28435,credit_card,paid,592.24,2025-07-04 23:34:28
28436,28436,gift_card,paid,402.60,2025-11-28 13:46:22
28437,28437,credit_card,refunded,1222.94,2023-09-23 07:34:21
28438,28438,gift_card,paid,1005.24,2025-01-13 21:41:04
28439,28439,credit_card,paid,627.19,2023-02-25 03:32:06
28440,28440,gift_card,paid,2087.05,2023-06-22 20:46:50
28441,28441,bank_transfer,paid,2305.92,2024-12-06 03:52:59
28442,28442,gift_card,partially_refunded,861.63,2025-01-20 07:43:26
28443,28443,gift_card,paid,1902.04,2025-07-17 20:41:54
28444,28444,apple_pay,paid,263.54,2025-11-14 09:32:20
28445,28445,credit_card,paid,2038.67,2024-08-03 05:30:00
28446,28446,bank_transfer,paid,3149.50,2023-10-12 08:30:20
28447,28447,apple_pay,paid,1962.21,2025-07-26 08:17:40
28448,28448,google_pay,paid,404.29,2023-02-23 02:27:00
28449,28449,paypal,paid,479.16,2023-06-02 03:04:59
28450,28450,credit_card,paid,3603.06,2025-11-29 01:35:55
28451,28451,google_pay,paid,1820.37,2025-09-27 11:46:50
28452,28452,gift_card,authorized,3406.91,2023-11-17 02:04:20
28453,28453,gift_card,paid,1168.34,2023-01-13 20:10:26
28454,28454,credit_card,paid,557.48,2024-09-22 05:20:47
28455,28455,credit_card,paid,676.62,2023-04-29 16:01:53
28456,28456,gift_card,paid,804.09,2023-03-18 16:06:53
28457,28457,credit_card,paid,1171.37,2025-08-20 11:16:40
28458,28458,apple_pay,paid,1162.31,2025-06-23 03:10:46
28459,28459,apple_pay,paid,151.14,2024-03-28 07:46:47
28460,28460,bank_transfer,paid,617.61,2024-09-07 11:43:00
28461,28461,gift_card,paid,1392.84,2025-08-12 05:59:34
28462,28462,credit_card,paid,602.26,2025-11-13 15:49:36
28463,28463,paypal,paid,706.75,2024-02-14 15:38:34
28464,28464,credit_card,paid,1996.91,2024-03-08 10:25:36
28465,28465,google_pay,paid,325.47,2023-03-24 15:37:29
28466,28466,apple_pay,paid,892.41,2025-01-06 07:42:33
28467,28467,credit_card,paid,517.87,2024-04-03 22:49:39
28468,28468,credit_card,paid,299.02,2025-08-29 10:53:18
28469,28469,paypal,paid,170.29,2024-06-08 02:03:35
28470,28470,bank_transfer,paid,441.90,2023-05-19 18:47:05
28471,28471,bank_transfer,paid,546.22,2023-03-22 22:16:10
28472,28472,gift_card,paid,452.04,2025-10-25 02:30:07
28473,28473,google_pay,paid,660.15,2024-03-17 11:42:53
28474,28474,gift_card,paid,518.65,2025-06-24 23:18:27
28475,28475,apple_pay,paid,1926.17,2025-03-06 05:07:12
28476,28476,apple_pay,failed,0.00,2024-12-21 01:28:54
28477,28477,gift_card,paid,74.24,2024-12-28 01:28:28
28478,28478,apple_pay,paid,1126.06,2024-03-22 16:31:13
28479,28479,google_pay,paid,1838.64,2025-04-28 16:44:37
28480,28480,apple_pay,paid,1248.93,2023-01-05 07:09:11
28481,28481,google_pay,paid,98.50,2024-09-03 11:45:14
28482,28482,paypal,paid,542.37,2025-06-13 13:11:21
28483,28483,gift_card,refunded,155.28,2024-04-03 05:30:42
28484,28484,credit_card,paid,299.64,2025-11-17 23:25:59
28485,28485,gift_card,failed,0.00,2023-06-24 00:05:15
28486,28486,credit_card,refunded,2658.00,2025-07-30 06:10:00
28487,28487,google_pay,paid,121.09,2025-10-22 06:26:38
28488,28488,credit_card,paid,732.73,2025-08-31 00:37:41
28489,28489,credit_card,paid,159.85,2023-11-05 01:20:35
28490,28490,paypal,paid,935.45,2025-07-12 09:17:55
28491,28491,paypal,failed,0.00,2024-10-23 08:59:17
28492,28492,apple_pay,failed,0.00,2023-10-24 22:19:45
28493,28493,apple_pay,paid,1239.11,2024-10-06 03:54:15
28494,28494,credit_card,refunded,709.31,2025-12-28 01:48:02
28495,28495,paypal,paid,393.24,2025-03-08 12:52:45
28496,28496,gift_card,paid,803.91,2025-01-06 21:27:25
28497,28497,google_pay,paid,1253.54,2023-11-04 22:59:35
28498,28498,bank_transfer,failed,0.00,2025-04-18 23:13:16
28499,28499,apple_pay,refunded,868.76,2024-07-27 07:43:55
28500,28500,apple_pay,paid,2482.45,2025-08-24 01:52:33
28501,28501,bank_transfer,paid,1306.76,2025-02-22 09:16:27
28502,28502,apple_pay,paid,1128.02,2025-03-07 09:21:06
28503,28503,gift_card,paid,1630.64,2023-03-27 08:18:39
28504,28504,gift_card,paid,481.81,2023-12-13 16:19:37
28505,28505,apple_pay,paid,555.65,2025-11-01 09:34:54
28506,28506,paypal,paid,1248.87,2025-09-13 18:17:25
28507,28507,credit_card,partially_refunded,933.25,2023-02-25 07:13:09
28508,28508,credit_card,paid,325.21,2023-08-31 04:24:16
28509,28509,google_pay,paid,1571.56,2025-04-19 18:26:09
28510,28510,gift_card,paid,526.79,2023-03-03 14:37:57
28511,28511,paypal,paid,81.90,2024-12-04 23:59:38
28512,28512,apple_pay,paid,866.72,2023-05-18 16:47:33
28513,28513,bank_transfer,authorized,347.84,2024-02-06 15:02:19
28514,28514,bank_transfer,paid,1523.91,2025-04-09 21:47:36
28515,28515,gift_card,paid,1911.53,2024-02-25 16:47:31
28516,28516,paypal,authorized,794.71,2023-12-04 19:54:34
28517,28517,apple_pay,paid,590.56,2025-11-05 03:05:24
28518,28518,gift_card,authorized,1236.56,2025-01-28 00:01:10
28519,28519,google_pay,failed,0.00,2024-12-04 18:40:50
28520,28520,bank_transfer,paid,1007.11,2023-01-12 12:05:46
28521,28521,bank_transfer,refunded,939.00,2024-10-02 23:35:25
28522,28522,apple_pay,paid,460.45,2024-06-25 15:07:32
28523,28523,credit_card,paid,1389.54,2023-03-14 20:55:05
28524,28524,apple_pay,paid,2666.27,2024-12-06 03:48:56
28525,28525,credit_card,paid,513.40,2023-08-22 19:53:40
28526,28526,bank_transfer,refunded,578.99,2023-08-17 08:31:22
28527,28527,bank_transfer,paid,1609.88,2024-09-02 05:11:53
28528,28528,google_pay,paid,384.25,2025-12-15 13:59:49
28529,28529,bank_transfer,paid,1978.85,2023-02-22 17:27:57
28530,28530,gift_card,paid,129.81,2025-06-13 18:46:20
28531,28531,gift_card,paid,2110.50,2024-01-07 09:58:29
28532,28532,credit_card,paid,286.11,2024-02-13 14:45:16
28533,28533,apple_pay,paid,672.97,2025-11-02 22:10:45
28534,28534,credit_card,paid,979.47,2024-09-26 21:41:27
28535,28535,paypal,failed,0.00,2023-03-18 08:05:44
28536,28536,google_pay,paid,473.00,2024-05-21 12:21:21
28537,28537,credit_card,paid,1252.21,2025-08-21 03:24:31
28538,28538,google_pay,paid,3962.11,2023-11-29 20:24:18
28539,28539,google_pay,paid,507.40,2024-01-03 03:30:03
28540,28540,google_pay,paid,137.76,2024-08-08 11:32:42
28541,28541,apple_pay,paid,579.29,2025-03-24 12:40:32
28542,28542,apple_pay,paid,925.45,2025-04-01 21:24:48
28543,28543,apple_pay,paid,117.16,2024-08-01 07:55:24
28544,28544,apple_pay,paid,800.18,2025-12-02 02:26:38
28545,28545,paypal,paid,238.65,2024-10-15 04:49:15
28546,28546,gift_card,paid,269.96,2025-02-12 23:36:49
28547,28547,paypal,paid,38.80,2024-07-07 01:44:30
28548,28548,credit_card,paid,2923.74,2023-02-03 20:30:19
28549,28549,bank_transfer,paid,259.73,2024-08-18 15:15:43
28550,28550,bank_transfer,paid,381.01,2024-09-03 03:30:22
28551,28551,paypal,partially_refunded,615.69,2023-07-10 06:38:36
28552,28552,bank_transfer,paid,401.88,2023-03-20 20:46:07
28553,28553,gift_card,paid,208.25,2025-11-10 13:10:06
28554,28554,paypal,paid,1055.21,2023-06-26 08:33:04
28555,28555,bank_transfer,paid,359.91,2024-05-14 11:07:08
28556,28556,credit_card,paid,1350.06,2024-01-08 15:45:49
28557,28557,gift_card,paid,28.71,2024-07-01 05:16:49
28558,28558,apple_pay,failed,0.00,2024-03-21 18:50:47
28559,28559,apple_pay,paid,283.92,2025-12-09 11:38:56
28560,28560,bank_transfer,paid,391.20,2024-09-20 02:41:07
28561,28561,apple_pay,paid,332.38,2023-04-08 13:05:01
28562,28562,paypal,paid,585.27,2024-03-03 20:20:53
28563,28563,gift_card,paid,98.46,2023-03-20 12:44:02
28564,28564,gift_card,paid,146.64,2023-05-28 20:34:37
28565,28565,paypal,paid,467.66,2025-07-28 20:17:40
28566,28566,google_pay,refunded,1267.95,2024-02-29 01:40:15
28567,28567,credit_card,paid,1409.77,2023-07-10 18:57:51
28568,28568,credit_card,refunded,841.59,2024-02-26 08:09:01
28569,28569,apple_pay,paid,1117.97,2025-07-18 12:11:52
28570,28570,paypal,paid,1849.05,2024-06-12 05:18:15
28571,28571,gift_card,paid,411.16,2024-02-25 10:29:06
28572,28572,credit_card,paid,964.90,2024-08-02 01:26:43
28573,28573,google_pay,paid,29.79,2024-03-23 10:43:30
28574,28574,bank_transfer,paid,223.85,2025-09-14 14:52:52
28575,28575,gift_card,paid,97.15,2023-05-14 19:33:16
28576,28576,google_pay,paid,181.08,2025-02-19 20:19:45
28577,28577,apple_pay,paid,1583.44,2024-04-08 07:40:40
28578,28578,bank_transfer,paid,1966.06,2024-10-30 08:29:18
28579,28579,apple_pay,paid,512.21,2025-10-02 01:44:50
28580,28580,google_pay,paid,1635.99,2024-11-02 09:21:39
28581,28581,apple_pay,paid,220.42,2025-03-14 18:38:53
28582,28582,credit_card,paid,1359.26,2025-05-23 04:18:49
28583,28583,paypal,paid,1515.05,2024-10-29 04:25:32
28584,28584,apple_pay,paid,1170.58,2023-03-10 00:03:37
28585,28585,apple_pay,failed,0.00,2023-05-31 18:31:51
28586,28586,gift_card,paid,666.73,2023-09-30 11:31:27
28587,28587,paypal,paid,35.31,2024-02-13 19:33:14
28588,28588,gift_card,paid,1171.15,2025-10-30 19:22:06
28589,28589,credit_card,paid,1228.43,2023-05-09 11:46:18
28590,28590,paypal,paid,768.58,2025-11-08 14:22:04
28591,28591,gift_card,paid,694.65,2024-01-07 11:08:43
