ticket_id,customer_id,order_id,topic,ticket_status,priority,opened_datetime,closed_datetime,assigned_employee_id
5065,4322,20969,Promo code,resolved,low,2025-09-13 00:59:58,2025-09-22 00:59:58,37
5066,8460,20970,Warranty claim,escalated,medium,2026-01-02 20:32:04,,101
5067,8576,20973,Delivery delay,open,low,2023-06-04 07:47:25,,106
5068,2309,20977,Refund request,closed,low,2025-07-29 18:18:35,,10
5069,4198,20979,Promo code,closed,medium,2024-11-21 20:33:00,2024-11-24 20:33:00,72
5070,3932,20982,Damaged item,open,high,2024-06-09 09:21:28,2024-06-23 09:21:28,14
5071,7840,20987,Warranty claim,closed,medium,2025-03-19 16:20:03,2025-03-26 16:20:03,45
5072,8414,20992,Refund request,pending_customer,medium,2024-12-31 17:03:41,2025-01-05 17:03:41,81
5073,3313,20993,Product question,escalated,medium,2025-02-16 00:23:46,2025-02-26 00:23:46,9
5074,89,20994,Refund request,closed,high,2023-07-04 16:58:29,2023-07-17 16:58:29,5
5075,8676,20995,Product question,open,medium,2025-04-13 11:31:39,2025-04-25 11:31:39,86
5076,2645,21000,Warranty claim,open,medium,2025-01-05 10:12:56,2025-01-06 10:12:56,13
5077,8273,21002,Payment issue,open,high,2025-10-01 01:34:16,2025-10-09 01:34:16,35
5078,5162,21003,Damaged item,closed,low,2024-05-15 11:29:29,2024-05-16 11:29:29,17
5079,9666,21004,Promo code,escalated,medium,2024-02-03 16:43:14,2024-02-08 16:43:14,66
5080,2849,21013,Warranty claim,closed,low,2023-03-09 15:30:07,,114
5081,32,21015,Payment issue,open,medium,2025-12-24 03:50:11,2026-01-02 03:50:11,55
5082,8295,21022,Product question,pending_customer,high,2025-01-07 10:32:23,2025-01-11 10:32:23,76
5083,7383,21032,Product question,closed,low,2024-03-21 20:27:16,2024-04-02 20:27:16,12
5084,4225,21035,Warranty claim,resolved,low,2025-08-01 10:55:07,2025-08-15 10:55:07,41
5085,9398,21039,Delivery delay,closed,low,2024-06-16 20:57:18,2024-06-25 20:57:18,27
5086,5181,21040,Promo code,escalated,medium,2024-05-10 06:09:08,,63
5087,9685,21045,Product question,escalated,medium,2023-04-11 20:21:46,2023-04-23 20:21:46,22
5088,2451,21046,Refund request,resolved,low,2024-05-22 01:32:28,2024-05-29 01:32:28,46
5089,193,21052,Payment issue,open,low,2024-08-27 23:05:40,2024-09-10 23:05:40,94
5090,600,21053,Refund request,pending_customer,low,2025-01-02 15:02:53,,50
5091,5592,21057,Payment issue,closed,low,2023-09-17 09:18:54,2023-09-23 09:18:54,43
5092,9901,21058,Account access,pending_customer,low,2023-06-29 14:50:20,,3
5093,9784,21059,Delivery delay,pending_customer,low,2024-06-28 04:02:39,2024-07-06 04:02:39,105
5094,820,21072,Product question,pending_customer,medium,2023-07-15 06:48:06,2023-07-17 06:48:06,20
5095,9833,21077,Promo code,resolved,medium,2024-11-17 01:45:10,2024-11-26 01:45:10,93
5096,8100,21078,Promo code,resolved,low,2024-01-22 01:46:39,2024-01-29 01:46:39,13
5097,5649,21084,Promo code,pending_customer,medium,2023-01-25 13:02:59,,7
5098,118,21090,Account access,closed,low,2024-09-10 12:00:14,,40
5099,7507,21092,Payment issue,closed,low,2023-09-04 04:47:59,2023-09-04 04:47:59,95
5100,7033,21096,Damaged item,pending_customer,high,2025-01-17 21:30:38,2025-01-31 21:30:38,55
5101,2347,21098,Refund request,resolved,medium,2023-12-18 16:53:04,2023-12-22 16:53:04,64
5102,8909,21102,Delivery delay,pending_customer,low,2023-12-18 05:20:45,2023-12-29 05:20:45,12
5103,9949,21107,Refund request,resolved,urgent,2025-09-11 04:22:20,2025-09-18 04:22:20,117
5104,1965,21111,Product question,pending_customer,medium,2023-06-29 14:22:16,2023-07-06 14:22:16,44
5105,2880,21118,Payment issue,escalated,medium,2023-04-13 04:12:31,2023-04-15 04:12:31,105
5106,3348,21122,Payment issue,pending_customer,medium,2023-03-23 21:11:44,,10
5107,7434,21124,Payment issue,pending_customer,low,2024-02-14 23:53:20,2024-02-15 23:53:20,86
5108,8791,21129,Refund request,open,medium,2025-03-23 12:22:29,2025-03-30 12:22:29,46
5109,5578,21131,Promo code,resolved,medium,2025-06-27 19:38:23,2025-07-01 19:38:23,73
5110,4792,21137,Refund request,resolved,high,2024-01-23 00:05:36,,116
5111,1172,21138,Promo code,resolved,low,2025-02-21 18:38:21,2025-03-05 18:38:21,90
5112,2880,21142,Promo code,open,high,2024-09-05 12:50:58,2024-09-17 12:50:58,51
5113,1967,21144,Payment issue,resolved,medium,2023-12-12 07:06:20,2023-12-17 07:06:20,61
5114,6793,21147,Promo code,open,low,2023-11-19 00:44:10,2023-11-21 00:44:10,53
5115,7527,21150,Promo code,pending_customer,low,2023-07-03 00:56:22,2023-07-05 00:56:22,79
5116,7484,21154,Refund request,closed,low,2024-08-02 02:05:51,2024-08-10 02:05:51,102
5117,5544,21159,Promo code,open,low,2025-03-21 08:46:54,2025-04-02 08:46:54,89
5118,6319,21164,Payment issue,open,medium,2023-04-03 15:44:31,,16
5119,9812,21169,Product question,closed,medium,2023-02-16 14:21:28,2023-02-22 14:21:28,9
5120,3178,21172,Damaged item,resolved,low,2024-03-13 22:47:12,2024-03-22 22:47:12,59
5121,7345,21182,Delivery delay,open,low,2025-06-13 10:35:18,2025-06-17 10:35:18,38
5122,4700,21186,Delivery delay,resolved,medium,2025-07-30 11:30:15,2025-08-05 11:30:15,15
5123,9710,21191,Refund request,resolved,medium,2026-01-31 16:44:17,2026-02-11 16:44:17,51
5124,3262,21192,Warranty claim,escalated,high,2025-10-16 11:46:04,,90
5125,5970,21193,Promo code,pending_customer,low,2024-09-01 22:05:17,2024-09-02 22:05:17,41
5126,1508,21194,Refund request,open,medium,2024-03-30 11:37:08,2024-04-13 11:37:08,49
5127,8372,21197,Delivery delay,closed,medium,2023-05-17 14:31:01,2023-05-17 14:31:01,24
5128,292,21198,Delivery delay,closed,low,2023-07-01 12:56:05,2023-07-10 12:56:05,37
5129,6933,21207,Promo code,closed,medium,2023-04-10 16:40:30,2023-04-14 16:40:30,57
5130,890,21211,Account access,open,medium,2023-06-05 01:55:45,2023-06-16 01:55:45,120
5131,9199,21214,Account access,escalated,medium,2024-03-03 01:30:42,,23
5132,4598,21221,Refund request,open,low,2024-07-25 10:31:37,2024-08-04 10:31:37,41
5133,4308,21224,Delivery delay,escalated,high,2025-12-15 14:21:34,2025-12-18 14:21:34,6
5134,6298,21229,Refund request,escalated,medium,2025-03-29 10:41:35,2025-03-31 10:41:35,50
5135,4302,21236,Damaged item,open,low,2023-06-02 23:39:56,2023-06-06 23:39:56,98
5136,1879,21238,Delivery delay,closed,high,2024-06-19 13:58:05,2024-07-02 13:58:05,7
5137,4323,21243,Product question,resolved,low,2023-02-22 05:04:33,2023-03-04 05:04:33,26
5138,9464,21244,Delivery delay,escalated,low,2023-05-10 03:16:28,2023-05-22 03:16:28,60
5139,4911,21248,Refund request,pending_customer,medium,2025-08-14 19:59:40,,103
5140,1990,21249,Refund request,resolved,medium,2023-04-23 04:02:54,2023-04-30 04:02:54,8
5141,3280,21253,Delivery delay,closed,low,2025-07-05 12:16:06,,11
5142,3152,21260,Damaged item,pending_customer,low,2025-04-12 17:56:24,,98
5143,9320,21268,Promo code,open,low,2024-01-28 22:38:50,2024-01-29 22:38:50,59
5144,8175,21272,Delivery delay,escalated,low,2024-08-11 08:05:43,2024-08-20 08:05:43,79
5145,2361,21279,Refund request,open,medium,2025-01-24 21:46:34,2025-02-01 21:46:34,67
5146,9722,21290,Account access,escalated,urgent,2024-06-23 08:03:17,2024-07-01 08:03:17,5
5147,6220,21295,Product question,closed,medium,2024-01-10 15:59:41,2024-01-13 15:59:41,12
5148,7861,21296,Refund request,escalated,high,2024-01-08 10:03:29,2024-01-11 10:03:29,25
5149,6198,21312,Refund request,closed,medium,2023-07-24 08:36:42,2023-07-24 08:36:42,23
5150,5197,21314,Damaged item,escalated,low,2023-03-16 18:24:36,2023-03-18 18:24:36,109
5151,8766,21315,Damaged item,pending_customer,low,2025-05-24 19:00:38,2025-05-24 19:00:38,106
5152,2206,21319,Refund request,resolved,high,2024-03-23 15:31:09,2024-03-26 15:31:09,51
5153,4431,21320,Payment issue,resolved,medium,2025-04-08 18:42:12,2025-04-10 18:42:12,43
5154,4981,21322,Payment issue,resolved,low,2025-04-26 06:59:33,2025-05-07 06:59:33,44
5155,4718,21323,Account access,closed,medium,2023-05-28 00:05:16,2023-06-06 00:05:16,1
5156,5665,21324,Account access,pending_customer,medium,2026-01-11 11:35:15,,38
5157,1121,21332,Product question,escalated,medium,2023-06-19 05:57:39,2023-06-20 05:57:39,38
5158,936,21333,Delivery delay,escalated,high,2023-11-20 10:36:26,2023-12-02 10:36:26,3
5159,5939,21336,Payment issue,resolved,urgent,2023-02-27 18:54:09,2023-03-13 18:54:09,90
5160,812,21338,Payment issue,pending_customer,low,2025-09-27 20:51:39,,40
5161,9960,21343,Payment issue,escalated,low,2025-06-07 13:17:16,2025-06-14 13:17:16,116
5162,8043,21345,Warranty claim,resolved,medium,2024-11-26 12:44:42,2024-12-03 12:44:42,2
5163,4161,21348,Warranty claim,pending_customer,medium,2025-12-13 22:07:51,2025-12-17 22:07:51,30
5164,9098,21354,Payment issue,closed,low,2024-11-14 10:07:48,2024-11-26 10:07:48,48
5165,5873,21359,Delivery delay,closed,high,2023-05-25 15:07:45,2023-06-06 15:07:45,24
5166,2298,21362,Refund request,closed,urgent,2023-10-13 10:56:58,2023-10-13 10:56:58,120
5167,6035,21370,Product question,resolved,urgent,2024-04-15 17:12:52,2024-04-18 17:12:52,46
5168,5683,21373,Warranty claim,closed,medium,2025-08-01 02:41:10,,67
5169,2850,21376,Damaged item,closed,low,2023-04-29 07:22:57,2023-05-10 07:22:57,33
5170,5923,21379,Account access,closed,high,2026-01-11 17:16:39,2026-01-13 17:16:39,72
5171,8134,21380,Delivery delay,pending_customer,low,2024-03-15 01:00:11,2024-03-26 01:00:11,42
5172,4215,21383,Account access,open,medium,2023-03-10 18:16:08,,120
5173,2338,21388,Payment issue,escalated,high,2025-07-17 02:32:54,2025-07-25 02:32:54,112
5174,5176,21391,Refund request,open,high,2024-12-29 02:13:56,2025-01-05 02:13:56,120
5175,6518,21400,Payment issue,resolved,low,2024-08-01 12:02:32,2024-08-02 12:02:32,57
5176,8829,21402,Warranty claim,escalated,low,2026-02-02 19:17:47,2026-02-09 19:17:47,72
5177,1113,21413,Refund request,escalated,medium,2024-03-04 07:37:08,,31
5178,7681,21414,Promo code,resolved,low,2024-12-19 18:12:10,2024-12-24 18:12:10,18
5179,4077,21430,Damaged item,escalated,low,2024-04-09 15:33:31,2024-04-15 15:33:31,45
5180,9828,21437,Warranty claim,open,medium,2024-04-08 13:21:54,2024-04-12 13:21:54,113
5181,6410,21438,Product question,closed,low,2023-04-25 15:35:41,2023-05-06 15:35:41,37
5182,412,21439,Account access,resolved,low,2025-04-18 13:12:13,2025-04-18 13:12:13,94
5183,8117,21440,Warranty claim,closed,low,2024-10-22 02:57:39,2024-10-27 02:57:39,3
5184,7351,21442,Refund request,resolved,medium,2023-05-10 06:50:42,,59
5185,1458,21445,Payment issue,open,low,2025-02-12 13:33:30,2025-02-17 13:33:30,117
5186,2634,21451,Promo code,open,high,2024-01-24 14:43:04,,111
5187,6531,21457,Promo code,escalated,medium,2024-07-23 09:29:31,2024-07-25 09:29:31,105
5188,4158,21460,Delivery delay,closed,low,2023-03-17 17:48:37,2023-03-19 17:48:37,49
5189,6308,21465,Refund request,escalated,high,2024-07-13 00:39:09,,10
5190,2184,21474,Payment issue,escalated,low,2023-12-23 15:09:28,2024-01-05 15:09:28,20
5191,2918,21480,Payment issue,resolved,low,2024-10-25 00:53:02,2024-11-01 00:53:02,77
5192,9832,21482,Damaged item,open,medium,2025-08-14 16:53:12,2025-08-27 16:53:12,87
5193,2506,21484,Warranty claim,resolved,low,2026-02-01 00:35:14,2026-02-10 00:35:14,49
5194,5902,21490,Payment issue,open,high,2024-09-08 15:44:53,2024-09-12 15:44:53,103
5195,605,21493,Warranty claim,resolved,medium,2025-06-19 02:34:34,2025-07-01 02:34:34,101
5196,9397,21494,Account access,pending_customer,medium,2025-06-16 23:44:46,2025-06-27 23:44:46,98
5197,640,21499,Account access,escalated,low,2023-12-08 21:45:59,2023-12-15 21:45:59,106
5198,8204,21500,Delivery delay,open,medium,2024-06-23 06:30:20,2024-06-24 06:30:20,38
5199,5657,21502,Account access,open,low,2025-01-29 21:24:55,2025-02-06 21:24:55,31
5200,8014,21504,Damaged item,open,medium,2025-02-24 03:39:16,,24
5201,407,21507,Delivery delay,escalated,low,2025-12-14 12:37:20,2025-12-25 12:37:20,46
5202,7818,21517,Damaged item,resolved,high,2024-01-05 12:15:10,2024-01-09 12:15:10,35
5203,8608,21526,Payment issue,resolved,medium,2025-04-05 17:49:03,2025-04-05 17:49:03,104
5204,925,21529,Account access,escalated,high,2023-07-16 12:26:23,2023-07-26 12:26:23,46
5205,2377,21530,Payment issue,open,low,2023-10-17 03:51:08,,68
5206,2527,21546,Product question,closed,urgent,2024-09-21 17:39:16,2024-09-29 17:39:16,65
5207,4757,21547,Warranty claim,open,low,2025-10-18 04:30:26,2025-10-19 04:30:26,27
5208,2530,21548,Account access,resolved,medium,2024-03-23 07:39:05,2024-04-04 07:39:05,62
5209,2044,21549,Promo code,pending_customer,medium,2025-12-17 16:00:07,2025-12-24 16:00:07,7
5210,614,21550,Promo code,resolved,high,2023-01-29 07:31:46,2023-02-08 07:31:46,30
5211,8632,21554,Payment issue,escalated,low,2025-02-15 10:36:26,2025-02-18 10:36:26,76
5212,2744,21557,Delivery delay,closed,medium,2024-08-21 01:40:00,,66
5213,6847,21559,Delivery delay,closed,medium,2024-03-30 14:06:14,2024-04-13 14:06:14,20
5214,7720,21561,Warranty claim,pending_customer,medium,2025-04-28 19:07:00,2025-04-30 19:07:00,65
5215,3313,21563,Account access,pending_customer,low,2023-12-23 06:32:38,,23
5216,6107,21564,Warranty claim,pending_customer,low,2023-06-27 13:24:41,2023-07-02 13:24:41,111
5217,4425,21566,Warranty claim,pending_customer,low,2023-11-19 14:22:51,2023-11-19 14:22:51,46
5218,4486,21567,Damaged item,resolved,low,2024-09-01 20:59:10,2024-09-15 20:59:10,50
5219,7138,21569,Warranty claim,pending_customer,high,2023-01-15 05:45:24,2023-01-22 05:45:24,111
5220,7295,21577,Product question,pending_customer,low,2026-01-20 20:32:33,2026-02-01 20:32:33,109
5221,1325,21580,Damaged item,pending_customer,low,2025-04-05 00:40:05,2025-04-13 00:40:05,92
5222,5953,21590,Promo code,closed,medium,2024-04-13 20:14:02,2024-04-22 20:14:02,62
5223,1893,21598,Product question,escalated,medium,2024-10-10 07:23:36,,38
5224,8449,21602,Damaged item,closed,medium,2025-05-03 02:40:04,2025-05-10 02:40:04,101
5225,4158,21604,Payment issue,closed,high,2025-06-30 04:41:20,2025-07-06 04:41:20,33
5226,8755,21608,Damaged item,escalated,medium,2023-09-13 23:06:49,2023-09-19 23:06:49,38
5227,7983,21618,Delivery delay,pending_customer,high,2024-07-31 17:17:49,2024-08-04 17:17:49,53
5228,443,21619,Warranty claim,pending_customer,medium,2025-04-30 23:24:46,2025-05-12 23:24:46,83
5229,5731,21625,Product question,closed,low,2025-07-27 22:18:47,2025-08-10 22:18:47,53
5230,4932,21632,Warranty claim,open,high,2024-05-28 00:43:37,2024-06-02 00:43:37,39
5231,6302,21642,Warranty claim,closed,low,2024-02-21 14:20:38,2024-03-03 14:20:38,113
5232,3809,21645,Account access,closed,urgent,2024-03-11 11:43:49,2024-03-14 11:43:49,52
5233,8630,21648,Account access,escalated,low,2023-07-08 22:11:17,2023-07-08 22:11:17,59
5234,7740,21653,Product question,escalated,high,2024-02-19 20:44:27,,105
5235,8967,21657,Product question,open,medium,2025-03-02 00:23:28,2025-03-03 00:23:28,39
5236,9109,21662,Warranty claim,closed,medium,2024-10-01 22:00:03,2024-10-02 22:00:03,22
5237,3723,21664,Promo code,pending_customer,high,2023-11-24 02:48:09,2023-12-03 02:48:09,14
5238,753,21666,Delivery delay,pending_customer,urgent,2024-06-22 16:03:14,2024-06-29 16:03:14,93
5239,8555,21668,Delivery delay,pending_customer,medium,2023-03-09 19:37:25,,91
5240,8969,21673,Delivery delay,open,low,2025-02-15 07:42:27,2025-02-23 07:42:27,78
5241,2402,21675,Damaged item,closed,low,2024-01-22 07:25:43,2024-01-31 07:25:43,107
5242,2307,21676,Warranty claim,open,medium,2023-02-06 23:10:17,2023-02-07 23:10:17,4
5243,998,21679,Refund request,closed,low,2025-08-05 10:09:28,2025-08-14 10:09:28,102
5244,8148,21691,Promo code,open,low,2023-12-20 00:26:34,2023-12-27 00:26:34,58
5245,5137,21694,Damaged item,closed,low,2025-09-18 09:47:50,2025-09-26 09:47:50,72
5246,440,21695,Product question,open,low,2024-04-29 23:31:00,2024-05-08 23:31:00,25
5247,602,21697,Damaged item,pending_customer,medium,2023-11-30 07:45:57,,76
5248,9937,21705,Product question,closed,medium,2025-01-09 05:14:02,2025-01-13 05:14:02,96
5249,5548,21708,Damaged item,open,medium,2025-10-20 22:26:04,2025-10-30 22:26:04,62
5250,4790,21714,Delivery delay,resolved,high,2024-10-04 01:25:10,2024-10-04 01:25:10,79
5251,6892,21720,Account access,open,medium,2023-05-14 21:56:52,,100
5252,2579,21724,Warranty claim,closed,medium,2023-04-29 00:23:50,,77
5253,8445,21725,Product question,escalated,low,2024-02-17 22:54:19,,84
5254,1825,21726,Refund request,escalated,medium,2023-04-11 21:57:40,2023-04-22 21:57:40,70
5255,6281,21729,Promo code,pending_customer,medium,2023-10-14 07:51:35,2023-10-14 07:51:35,106
5256,5388,21734,Warranty claim,pending_customer,low,2023-05-24 22:11:46,2023-05-27 22:11:46,115
5257,6774,21737,Warranty claim,pending_customer,urgent,2025-01-29 04:10:50,,70
5258,815,21738,Payment issue,open,medium,2024-08-10 20:18:28,2024-08-24 20:18:28,49
5259,1172,21739,Account access,pending_customer,urgent,2023-12-12 18:41:00,2023-12-24 18:41:00,58
5260,9567,21747,Delivery delay,escalated,high,2024-12-26 06:44:08,,39
5261,3209,21754,Promo code,resolved,medium,2024-07-09 06:56:37,2024-07-17 06:56:37,99
5262,3526,21757,Warranty claim,resolved,medium,2024-02-25 20:25:09,2024-02-26 20:25:09,51
5263,8415,21759,Delivery delay,open,medium,2025-04-22 01:17:22,,59
5264,9745,21764,Refund request,resolved,medium,2023-02-08 18:56:09,2023-02-13 18:56:09,48
5265,1208,21765,Damaged item,pending_customer,low,2025-01-17 17:15:20,2025-01-25 17:15:20,19
5266,1532,21769,Payment issue,pending_customer,medium,2024-01-01 02:36:04,,104
5267,5070,21774,Payment issue,escalated,high,2024-08-15 20:53:45,2024-08-15 20:53:45,68
5268,229,21787,Delivery delay,open,medium,2023-11-13 00:36:58,2023-11-24 00:36:58,31
5269,3230,21791,Promo code,open,medium,2024-12-12 21:07:53,2024-12-24 21:07:53,7
5270,9746,21792,Promo code,open,medium,2025-09-01 06:15:44,2025-09-14 06:15:44,40
5271,7095,21794,Product question,escalated,high,2024-07-07 22:29:38,2024-07-15 22:29:38,70
5272,3835,21795,Promo code,resolved,medium,2025-08-31 05:34:36,2025-09-10 05:34:36,14
5273,3792,21797,Promo code,pending_customer,urgent,2024-01-24 20:27:09,2024-02-07 20:27:09,119
5274,9704,21803,Refund request,escalated,medium,2023-08-14 06:19:05,2023-08-27 06:19:05,93
5275,3732,21806,Product question,escalated,medium,2023-03-02 04:12:21,2023-03-12 04:12:21,17
5276,3349,21809,Damaged item,open,high,2023-01-17 18:42:14,2023-01-19 18:42:14,34
5277,1788,21812,Promo code,resolved,medium,2023-09-14 06:59:26,,80
5278,3049,21814,Warranty claim,closed,medium,2023-10-02 14:01:34,2023-10-08 14:01:34,19
5279,1238,21817,Product question,resolved,medium,2023-11-27 04:44:48,2023-12-09 04:44:48,104
5280,1037,21823,Refund request,resolved,medium,2024-05-05 08:17:02,2024-05-12 08:17:02,34
5281,1668,21825,Delivery delay,pending_customer,low,2025-02-18 15:57:22,2025-02-23 15:57:22,64
5282,9972,21827,Refund request,resolved,medium,2024-05-08 06:15:33,,21
5283,917,21828,Payment issue,open,medium,2024-08-06 01:31:23,2024-08-08 01:31:23,86
5284,2818,21838,Account access,closed,high,2025-06-11 20:32:29,2025-06-13 20:32:29,72
5285,3349,21839,Warranty claim,open,high,2023-02-28 20:55:51,2023-02-28 20:55:51,29
5286,9582,21842,Payment issue,escalated,high,2023-08-25 03:27:43,2023-09-07 03:27:43,5
5287,1434,21844,Damaged item,closed,medium,2023-06-07 06:20:05,2023-06-14 06:20:05,15
5288,5383,21853,Product question,resolved,medium,2024-12-27 06:51:48,2025-01-02 06:51:48,62
5289,8221,21854,Product question,resolved,medium,2023-10-27 11:08:55,,14
5290,4782,21862,Promo code,resolved,medium,2025-05-24 17:14:13,2025-05-31 17:14:13,23
5291,9406,21869,Account access,pending_customer,high,2023-08-03 05:46:00,2023-08-13 05:46:00,5
5292,6625,21873,Promo code,escalated,medium,2025-02-11 08:05:04,2025-02-21 08:05:04,82
5293,5272,21875,Promo code,escalated,medium,2025-08-03 21:17:07,2025-08-04 21:17:07,78
5294,922,21876,Promo code,resolved,medium,2023-02-18 06:21:35,2023-02-24 06:21:35,12
5295,5855,21877,Damaged item,escalated,medium,2024-02-15 15:31:28,2024-02-16 15:31:28,75
5296,5372,21879,Damaged item,closed,medium,2024-02-01 12:32:41,2024-02-10 12:32:41,20
5297,146,21880,Refund request,closed,low,2025-11-14 11:43:02,2025-11-23 11:43:02,43
5298,3274,21883,Refund request,pending_customer,urgent,2024-07-29 18:59:16,2024-08-04 18:59:16,22
5299,1792,21885,Warranty claim,closed,low,2025-08-03 00:41:25,2025-08-13 00:41:25,48
5300,8140,21887,Damaged item,pending_customer,medium,2024-08-20 11:09:57,2024-08-22 11:09:57,40
5301,9500,21891,Payment issue,escalated,low,2023-02-19 08:25:31,2023-03-04 08:25:31,67
5302,8380,21893,Damaged item,resolved,low,2025-12-29 03:25:57,2025-12-29 03:25:57,33
5303,3093,21898,Payment issue,resolved,low,2023-10-07 16:14:54,,85
5304,5758,21905,Damaged item,resolved,medium,2023-12-03 10:52:04,2023-12-15 10:52:04,60
5305,4352,21906,Warranty claim,open,low,2023-04-18 03:36:12,2023-05-02 03:36:12,51
5306,4358,21908,Product question,resolved,low,2023-02-09 04:25:30,2023-02-13 04:25:30,71
5307,7451,21910,Damaged item,resolved,low,2023-10-02 01:22:27,2023-10-09 01:22:27,109
5308,9628,21916,Warranty claim,open,low,2024-05-10 18:37:51,2024-05-14 18:37:51,16
5309,1317,21923,Product question,resolved,medium,2023-11-01 19:19:05,2023-11-10 19:19:05,37
5310,2458,21924,Payment issue,closed,low,2024-02-20 14:08:16,2024-02-22 14:08:16,23
5311,8956,21928,Damaged item,pending_customer,low,2024-07-16 18:53:47,2024-07-28 18:53:47,52
5312,7244,21933,Damaged item,open,high,2025-11-30 13:05:37,,31
5313,4540,21936,Payment issue,resolved,high,2023-08-05 15:32:29,2023-08-07 15:32:29,85
5314,1568,21937,Damaged item,closed,low,2023-02-18 18:39:26,2023-02-25 18:39:26,74
5315,4085,21940,Warranty claim,resolved,medium,2025-05-04 23:47:22,,70
5316,4154,21944,Refund request,pending_customer,low,2023-07-09 19:58:42,2023-07-11 19:58:42,82
5317,3999,21952,Delivery delay,escalated,low,2025-08-30 04:20:11,2025-09-05 04:20:11,45
5318,6351,21955,Promo code,open,high,2024-02-12 19:38:25,2024-02-24 19:38:25,72
5319,4392,21956,Refund request,pending_customer,high,2025-12-25 17:50:00,2026-01-02 17:50:00,45
5320,7661,21957,Damaged item,escalated,medium,2025-08-06 08:23:05,2025-08-07 08:23:05,81
5321,4463,21960,Product question,escalated,medium,2023-04-21 21:04:21,2023-04-23 21:04:21,93
5322,1492,21963,Delivery delay,escalated,medium,2023-09-30 10:04:59,2023-10-09 10:04:59,15
5323,4122,21964,Product question,closed,low,2023-06-06 14:45:08,2023-06-08 14:45:08,18
5324,7491,21966,Account access,pending_customer,low,2024-02-14 02:38:13,2024-02-28 02:38:13,62
5325,5842,21971,Product question,escalated,medium,2023-09-13 00:38:37,2023-09-21 00:38:37,5
5326,6312,21978,Refund request,open,low,2023-11-24 12:04:39,2023-12-01 12:04:39,44
5327,4267,21980,Promo code,escalated,medium,2026-01-11 06:54:16,2026-01-23 06:54:16,51
5328,7196,21987,Warranty claim,resolved,medium,2023-09-29 19:07:54,2023-10-07 19:07:54,55
5329,4116,21991,Payment issue,open,low,2024-07-05 15:05:30,2024-07-06 15:05:30,27
5330,424,22001,Account access,closed,medium,2026-01-31 12:59:26,2026-02-08 12:59:26,50
5331,276,22003,Delivery delay,pending_customer,low,2025-01-26 22:40:45,2025-01-28 22:40:45,13
5332,4681,22012,Delivery delay,open,low,2023-06-20 05:58:14,2023-06-23 05:58:14,62
5333,7700,22015,Promo code,open,low,2024-09-10 07:15:04,2024-09-19 07:15:04,58
5334,3137,22019,Product question,closed,low,2025-05-28 10:13:25,2025-06-07 10:13:25,72
5335,5400,22022,Account access,open,high,2025-03-18 17:16:04,2025-03-28 17:16:04,112
5336,7010,22032,Promo code,open,low,2023-02-15 06:50:27,2023-02-19 06:50:27,107
5337,1665,22037,Warranty claim,open,medium,2024-08-23 08:29:32,2024-08-25 08:29:32,38
5338,6952,22041,Payment issue,pending_customer,low,2024-09-25 10:13:51,,113
5339,6555,22050,Promo code,resolved,high,2025-09-05 20:33:45,2025-09-17 20:33:45,96
5340,4456,22051,Account access,escalated,medium,2023-12-05 05:48:42,2023-12-18 05:48:42,99
5341,9550,22062,Refund request,closed,low,2023-11-21 01:36:43,2023-12-01 01:36:43,48
5342,2680,22072,Product question,open,medium,2023-07-19 00:58:44,2023-07-21 00:58:44,35
5343,2321,22079,Account access,escalated,medium,2023-04-10 17:54:54,2023-04-14 17:54:54,13
5344,5493,22093,Payment issue,open,medium,2024-11-22 23:13:24,,53
5345,2574,22098,Account access,pending_customer,high,2025-02-07 12:06:55,2025-02-21 12:06:55,8
5346,3671,22105,Warranty claim,resolved,medium,2023-04-14 01:34:45,2023-04-20 01:34:45,40
5347,9928,22106,Payment issue,closed,medium,2024-02-13 09:49:22,2024-02-20 09:49:22,49
5348,4111,22123,Delivery delay,closed,medium,2025-07-20 15:29:31,2025-08-02 15:29:31,80
5349,8465,22127,Delivery delay,resolved,medium,2024-09-25 17:50:19,,111
5350,1449,22138,Warranty claim,open,high,2023-04-26 21:26:11,2023-04-26 21:26:11,22
5351,175,22139,Product question,closed,low,2023-10-15 14:41:52,2023-10-18 14:41:52,63
5352,5519,22142,Refund request,open,urgent,2025-11-03 02:35:23,2025-11-03 02:35:23,16
5353,6046,22143,Product question,resolved,urgent,2024-12-19 01:34:34,2024-12-31 01:34:34,62
5354,9917,22145,Promo code,pending_customer,high,2024-10-09 21:38:08,2024-10-09 21:38:08,119
5355,6184,22147,Delivery delay,pending_customer,medium,2025-05-28 08:51:25,2025-06-06 08:51:25,34
5356,6170,22152,Delivery delay,pending_customer,medium,2025-04-16 01:45:39,,25
5357,2577,22166,Payment issue,resolved,medium,2025-02-10 03:26:13,2025-02-13 03:26:13,51
5358,9325,22168,Delivery delay,closed,high,2025-02-08 05:17:25,2025-02-09 05:17:25,62
5359,276,22169,Account access,open,high,2023-08-06 05:06:36,2023-08-17 05:06:36,1
5360,5088,22173,Delivery delay,resolved,high,2025-11-01 03:15:42,2025-11-04 03:15:42,80
5361,2561,22179,Refund request,open,high,2025-11-24 23:30:21,,49
5362,2049,22180,Product question,escalated,low,2023-03-17 08:22:49,2023-03-23 08:22:49,12
