shipment_id,order_id,warehouse_id,shipping_method,carrier,shipped_datetime,delivered_datetime,shipment_status
18446,21635,8,expedited,FedEx,2023-09-15 13:19:58,2023-09-20 13:19:58,delivered
18447,21636,1,expedited,UPS,2023-06-02 12:15:41,2023-06-10 12:15:41,delivered
18448,21637,6,expedited,USPS,2023-09-12 03:23:51,2023-09-15 03:23:51,delivered
18449,21638,1,pickup,DHL,2023-10-28 18:59:28,2023-10-30 18:59:28,delivered
18450,21639,8,pickup,USPS,2025-09-21 19:24:40,2025-09-26 19:24:40,delivered
18451,21640,7,standard,FedEx,2024-02-02 21:07:00,,delivered
18452,21641,2,overnight,USPS,2023-08-16 17:53:19,2023-08-21 17:53:19,delivered
18453,21642,5,expedited,DHL,2024-01-20 14:20:38,2024-01-28 14:20:38,in_transit
18454,21643,4,overnight,UPS,2023-03-05 06:19:52,2023-03-12 06:19:52,in_transit
18455,21644,1,standard,FedEx,2023-08-05 22:47:59,,in_transit
18456,21645,7,pickup,FedEx,2024-01-29 11:43:49,,delivered
18457,21646,2,overnight,FedEx,2024-03-16 03:26:59,2024-03-17 03:26:59,delivered
18458,21647,6,expedited,DHL,2025-05-16 10:01:51,2025-05-25 10:01:51,delivered
18459,21648,6,expedited,FedEx,2023-07-09 22:11:17,2023-07-15 22:11:17,delivered
18460,21649,8,standard,DHL,2025-05-26 23:45:09,2025-05-28 23:45:09,delivered
18461,21650,7,standard,USPS,2024-12-20 22:45:39,2024-12-21 22:45:39,delivered
18462,21651,3,expedited,USPS,2025-11-20 20:06:41,2025-11-24 20:06:41,delivered
18463,21652,7,overnight,UPS,2025-09-10 04:08:19,2025-09-20 04:08:19,delivered
18464,21653,2,standard,FedEx,2024-01-27 20:44:27,2024-01-30 20:44:27,delivered
18465,21654,4,overnight,FedEx,2023-04-03 04:56:41,,delivered
18466,21655,6,pickup,DHL,2023-09-16 07:24:54,2023-09-18 07:24:54,delivered
18467,21656,1,standard,USPS,2024-07-08 06:17:37,2024-07-13 06:17:37,delivered
18468,21657,2,pickup,USPS,2025-01-31 00:23:28,2025-02-09 00:23:28,returned
18469,21658,6,overnight,FedEx,2023-08-19 00:21:53,2023-08-25 00:21:53,delivered
18470,21659,7,standard,USPS,2025-07-24 12:00:35,2025-07-29 12:00:35,delivered
18471,21660,2,pickup,FedEx,2023-03-07 09:22:54,2023-03-09 09:22:54,delivered
18472,21661,5,standard,UPS,2024-09-21 18:19:37,2024-09-28 18:19:37,delivered
18473,21663,1,expedited,USPS,2023-01-08 20:02:46,2023-01-11 20:02:46,delivered
18474,21664,6,pickup,FedEx,2023-11-02 02:48:09,2023-11-08 02:48:09,delivered
18475,21665,7,expedited,USPS,2024-10-15 00:05:27,2024-10-23 00:05:27,in_transit
18476,21666,4,overnight,FedEx,2024-06-09 16:03:14,2024-06-12 16:03:14,delivered
18477,21667,6,expedited,DHL,2025-07-30 20:37:13,2025-08-03 20:37:13,returned
18478,21668,3,standard,DHL,2023-02-12 19:37:25,2023-02-21 19:37:25,returned
18479,21669,5,overnight,FedEx,2025-05-21 06:56:23,2025-05-25 06:56:23,delivered
18480,21670,8,standard,DHL,2024-12-26 02:25:09,2024-12-27 02:25:09,delivered
18481,21671,3,standard,USPS,2025-05-02 05:54:47,2025-05-06 05:54:47,delivered
18482,21672,7,overnight,FedEx,2024-09-07 11:00:23,2024-09-14 11:00:23,delivered
18483,21676,6,pickup,FedEx,2023-01-23 23:10:17,2023-01-29 23:10:17,delivered
18484,21677,8,pickup,UPS,2025-10-27 18:18:28,,delivered
18485,21678,6,pickup,FedEx,2024-09-13 12:00:06,2024-09-23 12:00:06,delivered
18486,21680,1,pickup,FedEx,2024-02-06 02:52:21,2024-02-09 02:52:21,delivered
18487,21681,2,overnight,DHL,2025-04-02 15:24:35,2025-04-10 15:24:35,delivered
18488,21682,7,overnight,DHL,2024-07-14 11:58:32,2024-07-18 11:58:32,delivered
18489,21683,6,expedited,FedEx,2023-09-02 00:06:40,,delivered
18490,21685,7,expedited,UPS,2023-01-24 05:04:26,2023-01-28 05:04:26,delivered
18491,21686,5,expedited,USPS,2025-10-28 16:50:29,2025-11-04 16:50:29,delivered
18492,21687,4,overnight,DHL,2023-09-25 00:28:32,2023-09-27 00:28:32,delivered
18493,21688,7,overnight,DHL,2024-02-10 23:03:13,2024-02-18 23:03:13,delivered
18494,21691,8,overnight,DHL,2023-11-17 00:26:34,2023-11-25 00:26:34,returned
18495,21692,7,overnight,UPS,2025-11-20 04:22:34,2025-11-24 04:22:34,delivered
18496,21693,4,pickup,FedEx,2025-05-22 09:12:38,2025-05-31 09:12:38,delivered
18497,21694,4,expedited,UPS,2025-08-09 09:47:50,,delivered
18498,21695,3,overnight,UPS,2024-03-20 23:31:00,2024-03-29 23:31:00,delivered
18499,21697,2,overnight,DHL,2023-10-28 07:45:57,2023-10-30 07:45:57,delivered
18500,21699,2,overnight,FedEx,2023-08-22 14:42:55,2023-08-25 14:42:55,in_transit
18501,21700,4,expedited,DHL,2025-09-06 07:37:14,2025-09-13 07:37:14,delivered
18502,21702,4,expedited,FedEx,2023-12-16 01:09:27,2023-12-22 01:09:27,delivered
18503,21703,4,overnight,UPS,2023-10-26 13:01:46,2023-10-29 13:01:46,delivered
18504,21704,1,overnight,DHL,2024-02-28 05:16:47,2024-03-08 05:16:47,delivered
18505,21705,3,pickup,DHL,2024-12-05 05:14:02,,delivered
18506,21706,7,pickup,UPS,2023-09-16 00:48:21,2023-09-23 00:48:21,in_transit
18507,21707,1,pickup,UPS,2024-05-11 01:25:20,2024-05-16 01:25:20,delivered
18508,21708,7,pickup,FedEx,2025-10-23 22:26:04,2025-11-02 22:26:04,delivered
18509,21709,6,overnight,UPS,2024-03-02 18:47:49,2024-03-04 18:47:49,delivered
18510,21711,1,overnight,FedEx,2023-12-15 22:11:03,2023-12-17 22:11:03,returned
18511,21712,4,pickup,FedEx,2023-01-24 14:21:36,2023-01-30 14:21:36,delivered
18512,21713,7,pickup,USPS,2023-12-23 05:16:38,2023-12-26 05:16:38,in_transit
18513,21714,4,expedited,FedEx,2024-09-25 01:25:10,2024-10-05 01:25:10,delivered
18514,21716,3,overnight,DHL,2024-06-27 10:40:34,2024-07-07 10:40:34,delivered
18515,21717,4,pickup,FedEx,2025-11-21 19:30:41,2025-11-23 19:30:41,delivered
18516,21718,8,expedited,USPS,2025-10-10 03:25:44,2025-10-11 03:25:44,delivered
18517,21719,2,pickup,FedEx,2024-07-03 01:39:46,2024-07-09 01:39:46,delivered
18518,21720,5,pickup,FedEx,2023-05-08 21:56:52,2023-05-15 21:56:52,delivered
18519,21721,2,expedited,FedEx,2023-03-02 07:27:40,2023-03-08 07:27:40,delivered
18520,21723,3,overnight,FedEx,2024-10-16 19:00:07,2024-10-21 19:00:07,in_transit
18521,21724,4,pickup,FedEx,2023-04-08 00:23:50,2023-04-13 00:23:50,delivered
18522,21725,2,expedited,FedEx,2024-01-12 22:54:19,2024-01-13 22:54:19,delivered
18523,21727,3,expedited,FedEx,2024-07-06 13:11:15,2024-07-07 13:11:15,delivered
18524,21728,1,standard,FedEx,2024-11-06 14:38:27,2024-11-14 14:38:27,delivered
18525,21729,4,overnight,USPS,2023-10-08 07:51:35,2023-10-15 07:51:35,delivered
18526,21730,7,expedited,USPS,2023-01-27 02:45:27,2023-01-28 02:45:27,delivered
18527,21732,1,expedited,DHL,2024-07-29 10:02:01,2024-08-08 10:02:01,delivered
18528,21733,1,pickup,DHL,2023-11-17 10:56:03,2023-11-27 10:56:03,delivered
18529,21734,4,pickup,UPS,2023-05-03 22:11:46,2023-05-07 22:11:46,delivered
18530,21735,2,overnight,UPS,2025-07-05 05:02:28,2025-07-15 05:02:28,delivered
18531,21738,3,expedited,FedEx,2024-07-02 20:18:28,2024-07-10 20:18:28,delivered
18532,21739,6,overnight,UPS,2023-12-02 18:41:00,2023-12-10 18:41:00,delivered
18533,21740,3,standard,USPS,2025-06-01 21:37:34,2025-06-11 21:37:34,delivered
18534,21741,1,pickup,DHL,2025-08-19 13:28:00,2025-08-22 13:28:00,delivered
18535,21742,6,pickup,UPS,2023-10-12 23:38:29,2023-10-17 23:38:29,delivered
18536,21743,3,pickup,FedEx,2023-09-03 06:10:25,2023-09-07 06:10:25,delivered
18537,21744,7,pickup,FedEx,2025-08-21 16:27:59,2025-08-30 16:27:59,delivered
18538,21745,3,pickup,USPS,2023-10-01 22:44:45,2023-10-08 22:44:45,delivered
18539,21746,2,overnight,USPS,2024-05-20 21:10:52,2024-05-27 21:10:52,delivered
18540,21747,6,pickup,DHL,2024-12-04 06:44:08,2024-12-12 06:44:08,delivered
18541,21748,3,expedited,FedEx,2023-05-26 18:49:33,,delivered
18542,21749,7,expedited,FedEx,2024-08-29 13:56:09,2024-09-07 13:56:09,delivered
18543,21750,3,pickup,USPS,2025-10-29 01:46:46,,delivered
18544,21751,8,overnight,USPS,2023-05-31 01:48:54,2023-06-07 01:48:54,delivered
18545,21752,3,expedited,DHL,2023-01-27 13:14:30,,delivered
18546,21753,2,expedited,FedEx,2025-04-26 06:46:32,2025-05-02 06:46:32,delivered
18547,21755,5,expedited,UPS,2024-09-15 21:52:11,2024-09-19 21:52:11,delivered
18548,21756,6,standard,USPS,2024-08-21 23:55:28,2024-08-23 23:55:28,delivered
18549,21757,1,expedited,UPS,2024-02-07 20:25:09,2024-02-14 20:25:09,delivered
18550,21758,3,overnight,FedEx,2023-10-22 13:44:43,2023-10-27 13:44:43,delivered
18551,21760,5,pickup,USPS,2025-01-27 07:25:41,2025-01-29 07:25:41,delivered
18552,21761,4,pickup,DHL,2023-08-12 01:57:49,2023-08-20 01:57:49,delivered
18553,21762,8,expedited,UPS,2023-03-24 13:23:01,2023-04-03 13:23:01,delivered
18554,21763,8,standard,USPS,2023-04-16 12:44:44,2023-04-23 12:44:44,delivered
18555,21764,1,standard,UPS,2023-01-23 18:56:09,2023-02-02 18:56:09,delivered
18556,21765,6,pickup,FedEx,2024-12-10 17:15:20,2024-12-20 17:15:20,returned
18557,21767,3,overnight,USPS,2023-11-27 04:43:45,2023-12-02 04:43:45,in_transit
18558,21768,2,pickup,FedEx,2024-10-14 06:49:40,,delivered
18559,21769,2,expedited,DHL,2023-11-30 02:36:04,2023-12-02 02:36:04,delivered
18560,21770,6,overnight,USPS,2024-12-01 13:21:16,2024-12-11 13:21:16,delivered
18561,21771,8,standard,DHL,2024-01-29 15:44:58,2024-02-03 15:44:58,delivered
18562,21772,6,expedited,FedEx,2024-07-24 17:58:55,2024-07-27 17:58:55,in_transit
18563,21773,1,pickup,FedEx,2025-07-08 10:28:06,2025-07-17 10:28:06,delivered
18564,21774,4,pickup,USPS,2024-08-12 20:53:45,2024-08-18 20:53:45,delivered
18565,21775,5,pickup,USPS,2025-07-12 23:05:52,2025-07-13 23:05:52,delivered
18566,21776,3,pickup,UPS,2024-11-30 17:19:00,2024-12-08 17:19:00,delivered
18567,21777,6,standard,FedEx,2023-02-26 02:53:18,2023-02-27 02:53:18,delivered
18568,21778,3,overnight,USPS,2025-08-06 03:40:16,2025-08-12 03:40:16,delivered
18569,21779,7,standard,USPS,2023-09-06 23:08:01,2023-09-14 23:08:01,delivered
18570,21780,8,standard,USPS,2024-07-13 09:11:16,2024-07-20 09:11:16,in_transit
18571,21781,8,standard,DHL,2025-10-04 05:17:15,2025-10-10 05:17:15,returned
18572,21782,4,pickup,USPS,2024-03-10 06:12:12,2024-03-20 06:12:12,delivered
18573,21785,3,pickup,DHL,2025-04-01 15:21:42,2025-04-08 15:21:42,delivered
18574,21786,1,overnight,DHL,2025-04-03 06:23:54,2025-04-04 06:23:54,delivered
18575,21787,1,expedited,DHL,2023-10-25 00:36:58,2023-10-28 00:36:58,in_transit
18576,21788,7,overnight,USPS,2025-01-07 08:44:52,2025-01-11 08:44:52,delivered
18577,21790,3,overnight,DHL,2023-04-10 15:20:40,2023-04-19 15:20:40,delivered
18578,21791,2,overnight,USPS,2024-11-03 21:07:53,,lost
18579,21793,7,pickup,DHL,2024-06-19 12:26:16,2024-06-26 12:26:16,delivered
18580,21794,1,pickup,FedEx,2024-05-27 22:29:38,2024-06-02 22:29:38,delivered
18581,21795,7,overnight,USPS,2025-08-02 05:34:36,2025-08-08 05:34:36,in_transit
18582,21796,1,standard,USPS,2025-08-17 14:38:25,2025-08-18 14:38:25,delivered
18583,21797,4,expedited,USPS,2024-01-14 20:27:09,2024-01-24 20:27:09,delivered
18584,21798,3,standard,FedEx,2025-02-28 13:58:20,2025-03-03 13:58:20,in_transit
18585,21799,2,overnight,DHL,2024-11-08 07:18:22,,delivered
18586,21800,7,pickup,FedEx,2023-06-05 14:00:32,,delivered
18587,21801,5,overnight,UPS,2025-08-08 08:12:28,2025-08-13 08:12:28,delivered
18588,21802,5,overnight,USPS,2024-03-29 13:11:07,2024-03-31 13:11:07,delivered
18589,21803,7,pickup,UPS,2023-08-03 06:19:05,2023-08-13 06:19:05,delivered
18590,21804,2,pickup,FedEx,2025-03-29 16:55:51,2025-04-06 16:55:51,delivered
18591,21805,7,overnight,DHL,2025-05-08 16:35:55,2025-05-09 16:35:55,delivered
18592,21806,8,pickup,USPS,2023-03-04 04:12:21,2023-03-10 04:12:21,delivered
18593,21807,1,expedited,DHL,2023-09-30 22:27:28,2023-10-09 22:27:28,delivered
18594,21808,3,overnight,UPS,2024-09-03 23:57:30,2024-09-08 23:57:30,delivered
18595,21809,8,pickup,DHL,2023-01-19 18:42:14,,delivered
18596,21810,3,expedited,FedEx,2023-08-08 18:52:50,2023-08-13 18:52:50,delivered
18597,21811,1,pickup,FedEx,2023-03-03 08:45:30,2023-03-08 08:45:30,delivered
18598,21812,2,expedited,DHL,2023-08-27 06:59:26,2023-08-30 06:59:26,delivered
18599,21813,4,expedited,FedEx,2025-05-11 04:14:02,2025-05-13 04:14:02,delivered
18600,21814,6,overnight,DHL,2023-09-01 14:01:34,2023-09-08 14:01:34,delivered
18601,21815,6,overnight,FedEx,2023-06-06 11:29:15,2023-06-12 11:29:15,delivered
18602,21816,3,standard,UPS,2025-04-22 04:52:59,2025-04-27 04:52:59,delivered
18603,21817,7,standard,UPS,2023-11-03 04:44:48,2023-11-10 04:44:48,delivered
18604,21818,5,pickup,UPS,2024-09-19 00:08:46,2024-09-28 00:08:46,delivered
18605,21819,8,pickup,FedEx,2024-04-08 02:22:14,2024-04-16 02:22:14,in_transit
18606,21820,3,overnight,FedEx,2023-12-08 14:02:46,2023-12-09 14:02:46,delivered
18607,21821,7,pickup,DHL,2024-12-06 01:28:24,2024-12-13 01:28:24,returned
18608,21822,7,pickup,UPS,2025-07-15 16:25:34,2025-07-22 16:25:34,in_transit
18609,21824,1,pickup,UPS,2023-04-12 09:24:49,2023-04-14 09:24:49,delivered
18610,21825,5,pickup,DHL,2025-01-07 15:57:22,,delivered
18611,21826,2,expedited,USPS,2023-09-28 09:07:11,2023-09-29 09:07:11,delivered
18612,21827,2,standard,UPS,2024-04-15 06:15:33,2024-04-17 06:15:33,delivered
18613,21828,3,overnight,FedEx,2024-06-30 01:31:23,2024-07-04 01:31:23,in_transit
18614,21829,5,pickup,UPS,2025-12-19 05:03:21,2025-12-24 05:03:21,delivered
18615,21831,7,expedited,UPS,2023-08-25 10:28:45,,delivered
18616,21832,8,overnight,DHL,2024-09-20 08:55:15,2024-09-29 08:55:15,delivered
18617,21833,7,standard,DHL,2024-10-08 07:22:07,2024-10-15 07:22:07,delivered
18618,21834,5,pickup,USPS,2023-02-18 19:33:29,2023-02-26 19:33:29,in_transit
18619,21835,2,standard,DHL,2023-05-26 02:55:39,2023-06-02 02:55:39,in_transit
18620,21836,5,expedited,DHL,2023-06-01 16:11:18,2023-06-03 16:11:18,in_transit
18621,21837,8,overnight,UPS,2023-01-28 01:56:42,2023-02-06 01:56:42,delivered
18622,21838,7,expedited,FedEx,2025-05-10 20:32:29,2025-05-19 20:32:29,delivered
18623,21839,7,standard,UPS,2023-02-16 20:55:51,2023-02-24 20:55:51,delivered
18624,21840,2,overnight,DHL,2023-04-21 06:18:51,,delivered
18625,21841,8,overnight,UPS,2024-05-03 16:13:45,2024-05-12 16:13:45,delivered
18626,21842,1,overnight,FedEx,2023-07-15 03:27:43,2023-07-19 03:27:43,delivered
18627,21843,5,standard,UPS,2024-07-20 17:50:09,,delivered
18628,21844,4,standard,USPS,2023-05-07 06:20:05,2023-05-16 06:20:05,delivered
18629,21845,8,standard,DHL,2023-08-27 07:30:50,2023-09-01 07:30:50,returned
18630,21846,6,expedited,USPS,2023-03-16 03:00:54,2023-03-21 03:00:54,delivered
18631,21847,3,overnight,FedEx,2023-10-01 11:37:09,2023-10-02 11:37:09,delivered
18632,21848,1,expedited,FedEx,2023-03-10 11:19:34,2023-03-18 11:19:34,delivered
18633,21849,2,overnight,DHL,2024-09-22 21:46:54,,delivered
18634,21850,5,overnight,FedEx,2025-12-22 06:25:41,2025-12-23 06:25:41,in_transit
18635,21851,3,standard,UPS,2023-10-19 15:14:25,2023-10-24 15:14:25,delivered
18636,21852,2,overnight,DHL,2024-11-23 10:15:49,2024-12-01 10:15:49,delivered
18637,21853,5,overnight,USPS,2024-11-24 06:51:48,2024-11-25 06:51:48,in_transit
18638,21854,8,overnight,USPS,2023-10-10 11:08:55,,delivered
18639,21855,3,pickup,DHL,2025-12-14 07:10:22,2025-12-15 07:10:22,delivered
18640,21856,5,overnight,FedEx,2024-03-16 04:06:44,2024-03-20 04:06:44,returned
18641,21857,8,pickup,USPS,2025-09-19 12:38:09,2025-09-26 12:38:09,delivered
18642,21858,5,expedited,FedEx,2024-04-22 10:15:58,2024-04-29 10:15:58,delivered
18643,21859,5,pickup,FedEx,2025-09-24 22:15:20,2025-09-25 22:15:20,delivered
18644,21860,2,expedited,USPS,2024-06-12 12:33:46,2024-06-22 12:33:46,delivered
18645,21861,2,pickup,DHL,2024-01-30 08:06:45,2024-02-01 08:06:45,delivered
18646,21862,7,expedited,FedEx,2025-05-03 17:14:13,2025-05-10 17:14:13,in_transit
18647,21863,2,expedited,UPS,2023-03-02 04:10:34,2023-03-12 04:10:34,delivered
18648,21864,5,overnight,USPS,2024-11-24 21:27:18,,delivered
18649,21865,3,overnight,DHL,2025-11-17 03:23:45,2025-11-24 03:23:45,delivered
18650,21866,2,expedited,DHL,2023-09-02 14:06:08,2023-09-04 14:06:08,returned
18651,21867,6,overnight,DHL,2024-02-13 17:04:24,,delivered
18652,21868,1,expedited,FedEx,2024-03-23 23:23:06,2024-03-27 23:23:06,delivered
18653,21869,5,overnight,USPS,2023-07-16 05:46:00,2023-07-22 05:46:00,delivered
18654,21870,5,expedited,UPS,2023-03-16 01:09:57,2023-03-21 01:09:57,delivered
18655,21871,3,pickup,UPS,2023-02-05 13:16:19,2023-02-11 13:16:19,delivered
18656,21872,4,expedited,DHL,2024-11-03 02:25:52,2024-11-07 02:25:52,delivered
18657,21873,1,pickup,DHL,2025-01-19 08:05:04,2025-01-27 08:05:04,delivered
18658,21874,2,standard,USPS,2025-03-05 21:19:50,2025-03-12 21:19:50,delivered
18659,21875,1,expedited,DHL,2025-07-29 21:17:07,2025-08-05 21:17:07,delivered
18660,21876,5,expedited,USPS,2023-01-30 06:21:35,2023-02-02 06:21:35,delivered
18661,21877,2,pickup,FedEx,2024-01-18 15:31:28,2024-01-23 15:31:28,in_transit
18662,21878,6,standard,DHL,2025-10-24 11:30:17,2025-10-26 11:30:17,returned
18663,21879,5,expedited,DHL,2024-02-01 12:32:41,2024-02-08 12:32:41,delivered
18664,21880,3,expedited,FedEx,2025-11-16 11:43:02,2025-11-20 11:43:02,delivered
18665,21881,3,expedited,USPS,2025-09-24 15:43:29,2025-10-02 15:43:29,delivered
18666,21882,4,overnight,USPS,2023-11-05 23:52:54,2023-11-14 23:52:54,delivered
18667,21883,4,expedited,USPS,2024-06-23 18:59:16,2024-06-27 18:59:16,delivered
18668,21884,5,pickup,UPS,2023-12-23 02:49:39,2023-12-24 02:49:39,returned
18669,21885,5,overnight,UPS,2025-07-05 00:41:25,2025-07-15 00:41:25,delivered
18670,21886,4,overnight,DHL,2023-03-14 14:13:06,,in_transit
18671,21887,8,expedited,FedEx,2024-07-17 11:09:57,2024-07-22 11:09:57,delivered
18672,21888,2,pickup,USPS,2023-07-14 09:38:56,2023-07-22 09:38:56,delivered
18673,21889,1,overnight,USPS,2024-10-11 02:41:43,2024-10-15 02:41:43,returned
18674,21890,4,overnight,DHL,2023-07-08 15:47:32,2023-07-13 15:47:32,in_transit
18675,21891,4,standard,DHL,2023-02-06 08:25:31,,delivered
18676,21892,7,standard,DHL,2023-02-18 02:35:01,2023-02-19 02:35:01,delivered
18677,21893,5,standard,DHL,2025-11-16 03:25:57,2025-11-26 03:25:57,delivered
18678,21894,3,standard,DHL,2023-09-08 04:14:26,2023-09-11 04:14:26,delivered
18679,21895,5,overnight,USPS,2024-08-28 04:18:25,2024-09-07 04:18:25,delivered
18680,21896,6,overnight,DHL,2025-04-05 23:23:45,2025-04-09 23:23:45,delivered
18681,21897,7,overnight,USPS,2025-02-17 21:32:12,2025-02-26 21:32:12,delivered
18682,21898,8,pickup,FedEx,2023-09-22 16:14:54,2023-09-23 16:14:54,in_transit
18683,21899,1,expedited,DHL,2023-08-02 15:58:23,2023-08-08 15:58:23,delivered
18684,21900,7,expedited,USPS,2025-12-22 12:31:49,2025-12-25 12:31:49,in_transit
18685,21902,4,pickup,USPS,2023-11-11 07:01:13,2023-11-18 07:01:13,delivered
18686,21903,6,overnight,USPS,2025-06-15 11:03:25,2025-06-17 11:03:25,delivered
18687,21904,8,overnight,UPS,2025-07-19 20:35:50,2025-07-24 20:35:50,in_transit
18688,21905,1,pickup,DHL,2023-10-20 10:52:04,2023-10-30 10:52:04,delivered
18689,21906,3,standard,USPS,2023-04-16 03:36:12,2023-04-17 03:36:12,delivered
18690,21907,2,standard,DHL,2024-01-21 22:49:33,2024-01-26 22:49:33,delivered
18691,21909,5,overnight,UPS,2025-10-13 22:08:59,2025-10-19 22:08:59,delivered
18692,21910,6,pickup,DHL,2023-09-10 01:22:27,,delivered
18693,21911,6,standard,DHL,2024-06-29 23:46:22,2024-07-08 23:46:22,delivered
18694,21912,8,overnight,DHL,2025-06-24 01:26:57,2025-07-02 01:26:57,in_transit
18695,21914,4,standard,UPS,2023-08-09 05:30:22,2023-08-17 05:30:22,delivered
18696,21916,7,standard,UPS,2024-04-20 18:37:51,2024-04-23 18:37:51,delivered
18697,21917,6,overnight,FedEx,2024-09-05 14:15:09,,delivered
18698,21918,8,standard,UPS,2025-08-11 16:53:18,2025-08-18 16:53:18,delivered
18699,21920,4,overnight,FedEx,2023-08-18 04:39:03,2023-08-25 04:39:03,delivered
18700,21921,7,pickup,USPS,2023-12-30 17:18:56,,delivered
18701,21923,2,pickup,FedEx,2023-09-22 19:19:05,2023-09-30 19:19:05,delivered
18702,21924,7,expedited,UPS,2024-02-07 14:08:16,2024-02-15 14:08:16,delivered
18703,21925,2,expedited,UPS,2024-02-27 10:29:46,2024-03-05 10:29:46,in_transit
18704,21926,1,expedited,USPS,2024-06-11 04:01:29,2024-06-15 04:01:29,delivered
18705,21927,1,standard,UPS,2024-03-11 04:39:27,2024-03-18 04:39:27,delivered
18706,21928,1,expedited,UPS,2024-07-15 18:53:47,2024-07-22 18:53:47,returned
18707,21929,7,expedited,DHL,2024-03-25 16:12:51,,delivered
18708,21930,7,standard,UPS,2023-05-30 14:03:34,2023-06-04 14:03:34,delivered
18709,21931,1,overnight,USPS,2024-06-30 14:40:17,2024-07-01 14:40:17,delivered
18710,21932,6,standard,DHL,2025-04-10 18:51:54,2025-04-13 18:51:54,delivered
18711,21933,6,pickup,FedEx,2025-11-02 13:05:37,2025-11-04 13:05:37,in_transit
18712,21934,2,expedited,FedEx,2023-10-25 18:47:30,2023-10-26 18:47:30,in_transit
18713,21935,8,expedited,UPS,2023-09-08 05:17:35,2023-09-15 05:17:35,delivered
18714,21936,3,standard,USPS,2023-06-23 15:32:29,2023-07-02 15:32:29,delivered
18715,21937,2,overnight,DHL,2023-02-15 18:39:26,2023-02-25 18:39:26,delivered
18716,21939,5,expedited,USPS,2023-06-03 07:04:19,2023-06-07 07:04:19,delivered
18717,21940,5,expedited,UPS,2025-04-16 23:47:22,2025-04-20 23:47:22,delivered
18718,21941,5,pickup,FedEx,2024-05-08 22:43:36,2024-05-13 22:43:36,delivered
18719,21942,1,expedited,FedEx,2023-01-13 21:51:15,2023-01-23 21:51:15,delivered
18720,21943,4,expedited,DHL,2024-10-26 17:22:08,2024-11-02 17:22:08,delivered
18721,21944,8,overnight,DHL,2023-06-15 19:58:42,2023-06-18 19:58:42,lost
18722,21945,5,standard,DHL,2024-12-21 10:55:43,2024-12-26 10:55:43,delivered
18723,21946,2,overnight,UPS,2025-08-08 05:03:49,2025-08-14 05:03:49,in_transit
18724,21947,5,standard,FedEx,2025-01-18 01:04:56,2025-01-26 01:04:56,delivered
18725,21948,6,overnight,UPS,2023-05-06 08:41:03,2023-05-09 08:41:03,delivered
18726,21949,2,expedited,FedEx,2025-12-25 00:18:54,2026-01-04 00:18:54,in_transit
18727,21950,6,standard,USPS,2023-12-10 06:49:29,2023-12-11 06:49:29,delivered
18728,21951,6,overnight,FedEx,2024-04-07 06:22:40,2024-04-11 06:22:40,in_transit
18729,21952,3,pickup,UPS,2025-08-09 04:20:11,2025-08-10 04:20:11,delivered
18730,21953,1,pickup,UPS,2024-05-01 21:42:59,2024-05-03 21:42:59,delivered
18731,21954,6,standard,FedEx,2024-08-25 13:27:31,2024-08-29 13:27:31,delivered
18732,21955,8,expedited,FedEx,2024-01-20 19:38:25,2024-01-24 19:38:25,in_transit
18733,21956,1,standard,DHL,2025-12-01 17:50:00,,delivered
18734,21957,2,pickup,UPS,2025-07-21 08:23:05,2025-07-29 08:23:05,in_transit
18735,21958,8,standard,FedEx,2023-08-25 05:21:10,2023-08-29 05:21:10,delivered
18736,21959,2,standard,FedEx,2025-03-25 13:18:14,2025-03-31 13:18:14,delivered
18737,21960,2,expedited,FedEx,2023-03-28 21:04:21,2023-04-05 21:04:21,delivered
18738,21962,6,pickup,USPS,2024-05-16 19:14:52,2024-05-19 19:14:52,delivered
18739,21963,7,standard,DHL,2023-09-17 10:04:59,2023-09-26 10:04:59,delivered
18740,21965,8,standard,DHL,2024-06-03 07:12:10,2024-06-10 07:12:10,delivered
18741,21966,3,standard,DHL,2024-01-05 02:38:13,2024-01-08 02:38:13,in_transit
18742,21967,7,pickup,UPS,2023-12-21 10:11:04,2023-12-27 10:11:04,delivered
18743,21968,6,overnight,FedEx,2024-10-30 00:33:46,2024-11-03 00:33:46,delivered
18744,21970,3,standard,FedEx,2026-01-02 02:16:29,2026-01-07 02:16:29,in_transit
18745,21972,7,overnight,UPS,2023-07-08 20:11:19,2023-07-12 20:11:19,delivered
18746,21973,4,pickup,FedEx,2024-12-20 01:18:28,2024-12-26 01:18:28,delivered
18747,21974,1,pickup,USPS,2025-10-03 00:59:23,2025-10-12 00:59:23,delivered
18748,21975,5,overnight,DHL,2025-10-17 16:27:52,2025-10-25 16:27:52,in_transit
18749,21976,5,overnight,FedEx,2023-06-12 19:44:28,2023-06-16 19:44:28,delivered
18750,21977,3,overnight,DHL,2023-05-18 11:25:06,2023-05-22 11:25:06,delivered
18751,21978,6,pickup,FedEx,2023-10-21 12:04:39,2023-10-31 12:04:39,delivered
18752,21979,6,pickup,FedEx,2023-05-15 21:29:29,2023-05-24 21:29:29,delivered
18753,21980,4,pickup,UPS,2025-11-29 06:54:16,2025-11-30 06:54:16,in_transit
18754,21982,6,standard,UPS,2023-09-30 07:47:43,2023-10-01 07:47:43,delivered
18755,21983,7,overnight,UPS,2023-06-29 05:10:05,2023-06-30 05:10:05,delivered
